,obstime,Maximum Air Temperature in degree C,qcscore
187080,2024-11-16T21:00:00,27.1,G
187101,2024-11-16T22:00:00,27.1,G
187122,2024-11-16T23:00:00,27.1,G
187143,2024-11-17T00:00:00,27.0,G
187164,2024-11-17T01:00:00,23.9,G
187185,2024-11-17T02:00:00,23.9,G
187206,2024-11-17T03:00:00,23.9,G
187227,2024-11-17T04:00:00,23.9,G
187248,2024-11-17T05:00:00,23.9,G
187269,2024-11-17T06:00:00,23.9,G
187290,2024-11-17T07:00:00,23.9,G
187311,2024-11-17T08:00:00,23.9,G
187332,2024-11-17T09:00:00,23.9,G
187353,2024-11-17T10:00:00,23.9,G
187374,2024-11-17T11:00:00,23.9,G
187395,2024-11-17T12:00:00,23.9,G
187416,2024-11-17T13:00:00,23.9,G
187437,2024-11-17T14:00:00,24.5,G
187458,2024-11-17T15:00:00,25.8,G
187479,2024-11-17T16:00:00,26.4,G
187500,2024-11-17T17:00:00,26.8,G
187521,2024-11-17T18:00:00,26.8,G
187542,2024-11-17T19:00:00,26.8,G
187563,2024-11-17T20:00:00,26.8,G
187584,2024-11-17T21:00:00,26.8,G
187605,2024-11-17T22:00:00,26.8,G
187625,2024-11-17T23:00:00,26.8,G
187645,2024-11-18T00:00:00,26.7,G
187665,2024-11-18T01:00:00,23.7,G
187685,2024-11-18T02:00:00,23.7,G
187705,2024-11-18T03:00:00,23.7,G
187726,2024-11-18T04:00:00,23.7,G
187747,2024-11-18T05:00:00,23.7,G
187768,2024-11-18T06:00:00,23.7,G
187789,2024-11-18T07:00:00,23.7,G
187810,2024-11-18T08:00:00,23.7,G
187831,2024-11-18T09:00:00,23.9,G
187852,2024-11-18T10:00:00,24.9,G
187873,2024-11-18T11:00:00,25.8,G
187894,2024-11-18T12:00:00,25.8,G
187915,2024-11-18T13:00:00,25.8,G
187936,2024-11-18T14:00:00,25.8,G
187957,2024-11-18T15:00:00,25.8,G
187978,2024-11-18T16:00:00,25.8,G
187999,2024-11-18T17:00:00,25.8,G
188019,2024-11-18T18:00:00,25.8,G
188039,2024-11-18T19:00:00,25.8,G
188059,2024-11-18T20:00:00,25.8,G
188079,2024-11-18T21:00:00,25.8,G
188099,2024-11-18T22:00:00,25.8,G
188119,2024-11-18T23:00:00,25.8,G
188139,2024-11-19T00:00:00,25.7,G
188159,2024-11-19T01:00:00,22.0,G
188179,2024-11-19T02:00:00,22.0,G
188199,2024-11-19T03:00:00,22.0,G
188219,2024-11-19T04:00:00,22.0,G
188239,2024-11-19T05:00:00,22.0,G
188259,2024-11-19T06:00:00,22.0,G
188281,2024-11-19T07:00:00,22.0,G
188303,2024-11-19T08:00:00,22.0,G
188325,2024-11-19T09:00:00,22.0,G
188347,2024-11-19T10:00:00,22.0,G
188369,2024-11-19T11:00:00,22.0,G
188391,2024-11-19T12:00:00,22.0,G
188413,2024-11-19T13:00:00,22.0,G
188435,2024-11-19T14:00:00,22.0,M
192432,2024-11-26T23:00:00,23.6,G
192455,2024-11-27T00:00:00,23.5,G
192478,2024-11-27T01:00:00,18.1,G
192501,2024-11-27T02:00:00,18.1,G
192524,2024-11-27T03:00:00,18.1,G
192547,2024-11-27T04:00:00,18.1,G
192570,2024-11-27T05:00:00,18.1,G
192593,2024-11-27T06:00:00,18.1,G
192616,2024-11-27T07:00:00,18.1,G
192639,2024-11-27T08:00:00,18.1,G
192662,2024-11-27T09:00:00,18.1,G
192685,2024-11-27T10:00:00,18.1,G
192708,2024-11-27T11:00:00,18.5,G
192731,2024-11-27T12:00:00,19.3,G
192754,2024-11-27T13:00:00,20.5,G
192778,2024-11-27T14:00:00,21.1,G
192802,2024-11-27T15:00:00,21.4,G
192825,2024-11-27T16:00:00,21.9,G
192848,2024-11-27T17:00:00,22.0,G
192871,2024-11-27T18:00:00,22.0,G
192894,2024-11-27T19:00:00,22.0,G
192917,2024-11-27T20:00:00,22.0,G
192941,2024-11-27T21:00:00,22.0,G
192965,2024-11-27T22:00:00,22.0,G
192989,2024-11-27T23:00:00,22.0,G
193013,2024-11-28T00:00:00,21.9,G
193037,2024-11-28T01:00:00,17.8,G
193061,2024-11-28T02:00:00,17.8,G
193085,2024-11-28T03:00:00,17.8,G
193109,2024-11-28T04:00:00,17.8,G
193133,2024-11-28T05:00:00,17.8,G
193157,2024-11-28T06:00:00,17.8,G
193181,2024-11-28T07:00:00,17.8,G
193205,2024-11-28T08:00:00,17.8,G
193229,2024-11-28T09:00:00,17.8,G
193253,2024-11-28T10:00:00,18.5,G
193277,2024-11-28T11:00:00,19.5,G
193301,2024-11-28T12:00:00,20.2,G
193326,2024-11-28T13:00:00,20.9,G
193352,2024-11-28T14:00:00,21.0,G
193378,2024-11-28T15:00:00,21.5,G
193403,2024-11-28T16:00:00,22.1,G
193429,2024-11-28T17:00:00,22.1,G
193454,2024-11-28T18:00:00,22.1,G
193479,2024-11-28T19:00:00,22.1,G
193503,2024-11-28T20:00:00,22.1,G
193527,2024-11-28T21:00:00,22.1,G
193551,2024-11-28T22:00:00,22.1,G
193576,2024-11-28T23:00:00,22.1,G
193600,2024-11-29T00:00:00,22.0,G
193624,2024-11-29T01:00:00,18.1,G
193648,2024-11-29T02:00:00,18.1,G
193673,2024-11-29T03:00:00,18.1,G
193698,2024-11-29T04:00:00,18.1,G
193723,2024-11-29T05:00:00,18.1,G
193748,2024-11-29T06:00:00,18.1,G
193773,2024-11-29T07:00:00,18.1,G
193798,2024-11-29T08:00:00,18.1,G
193823,2024-11-29T09:00:00,18.1,G
193848,2024-11-29T10:00:00,18.2,G
193873,2024-11-29T11:00:00,18.9,G
193898,2024-11-29T12:00:00,19.7,G
193923,2024-11-29T13:00:00,20.3,G
193948,2024-11-29T14:00:00,20.6,G
193973,2024-11-29T15:00:00,20.9,G
193998,2024-11-29T16:00:00,20.9,G
194023,2024-11-29T17:00:00,20.9,G
194048,2024-11-29T18:00:00,20.9,G
194073,2024-11-29T19:00:00,20.9,G
194098,2024-11-29T20:00:00,20.9,G
194123,2024-11-29T21:00:00,20.9,G
194148,2024-11-29T22:00:00,20.9,G
194173,2024-11-29T23:00:00,20.9,G
194198,2024-11-30T00:00:00,20.8,G
194223,2024-11-30T01:00:00,16.7,G
194248,2024-11-30T02:00:00,16.9,G
194273,2024-11-30T03:00:00,16.9,G
194298,2024-11-30T04:00:00,16.9,G
194322,2024-11-30T05:00:00,16.9,G
194346,2024-11-30T06:00:00,16.9,G
194370,2024-11-30T07:00:00,16.9,G
194394,2024-11-30T08:00:00,16.9,G
194418,2024-11-30T09:00:00,16.9,G
194442,2024-11-30T10:00:00,17.9,G
194466,2024-11-30T11:00:00,19.4,G
194490,2024-11-30T12:00:00,20.6,G
194514,2024-11-30T13:00:00,22.0,G
194538,2024-11-30T14:00:00,22.8,G
194562,2024-11-30T15:00:00,22.8,G
194586,2024-11-30T16:00:00,22.8,G
194610,2024-11-30T17:00:00,22.8,G
194634,2024-11-30T18:00:00,22.8,G
194658,2024-11-30T19:00:00,22.8,G
194682,2024-11-30T20:00:00,22.8,G
194706,2024-11-30T21:00:00,22.8,G
194730,2024-11-30T22:00:00,22.8,G
194754,2024-11-30T23:00:00,22.8,G
194778,2024-12-01T00:00:00,22.7,G
194802,2024-12-01T01:00:00,16.1,G
194826,2024-12-01T02:00:00,16.2,G
194850,2024-12-01T03:00:00,16.7,G
194874,2024-12-01T04:00:00,16.7,G
194898,2024-12-01T05:00:00,17.1,G
194922,2024-12-01T06:00:00,17.1,G
194946,2024-12-01T07:00:00,17.1,G
194969,2024-12-01T08:00:00,17.1,G
194992,2024-12-01T09:00:00,17.4,G
195015,2024-12-01T10:00:00,18.7,G
195038,2024-12-01T11:00:00,19.8,G
195061,2024-12-01T12:00:00,21.6,G
195084,2024-12-01T13:00:00,22.7,G
195107,2024-12-01T14:00:00,22.9,G
195131,2024-12-01T15:00:00,23.1,G
195155,2024-12-01T16:00:00,23.1,G
195179,2024-12-01T17:00:00,23.1,G
195203,2024-12-01T18:00:00,23.1,G
195227,2024-12-01T19:00:00,23.1,G
195251,2024-12-01T20:00:00,23.1,G
195275,2024-12-01T21:00:00,23.1,G
195299,2024-12-01T22:00:00,23.1,G
195323,2024-12-01T23:00:00,23.1,G
195347,2024-12-02T00:00:00,23.0,G
195371,2024-12-02T01:00:00,17.6,G
195395,2024-12-02T02:00:00,17.9,G
195419,2024-12-02T03:00:00,18.2,G
195443,2024-12-02T04:00:00,18.3,G
195467,2024-12-02T05:00:00,18.3,G
195491,2024-12-02T06:00:00,18.3,G
195515,2024-12-02T07:00:00,18.3,G
195539,2024-12-02T08:00:00,18.3,G
195563,2024-12-02T09:00:00,18.6,G
195587,2024-12-02T10:00:00,20.6,G
195611,2024-12-02T11:00:00,21.8,G
195635,2024-12-02T12:00:00,22.7,G
195659,2024-12-02T13:00:00,23.5,G
195683,2024-12-02T14:00:00,24.7,G
195708,2024-12-02T15:00:00,24.9,G
195733,2024-12-02T16:00:00,24.9,G
195757,2024-12-02T17:00:00,24.9,G
195781,2024-12-02T18:00:00,24.9,G
195805,2024-12-02T19:00:00,24.9,G
195829,2024-12-02T20:00:00,24.9,G
195853,2024-12-02T21:00:00,24.9,G
195877,2024-12-02T22:00:00,24.9,G
195901,2024-12-02T23:00:00,24.9,G
195925,2024-12-03T00:00:00,24.8,G
195949,2024-12-03T01:00:00,19.7,G
195973,2024-12-03T02:00:00,19.7,G
195997,2024-12-03T03:00:00,19.7,G
196021,2024-12-03T04:00:00,19.7,G
196045,2024-12-03T05:00:00,19.7,G
196069,2024-12-03T06:00:00,19.7,G
196093,2024-12-03T07:00:00,19.7,G
196117,2024-12-03T08:00:00,19.7,G
196141,2024-12-03T09:00:00,19.8,G
196165,2024-12-03T10:00:00,21.0,G
196189,2024-12-03T11:00:00,22.1,G
196214,2024-12-03T12:00:00,23.2,G
196239,2024-12-03T13:00:00,24.1,G
196264,2024-12-03T14:00:00,25.1,G
196289,2024-12-03T15:00:00,25.3,G
196313,2024-12-03T16:00:00,25.4,G
196337,2024-12-03T17:00:00,25.4,G
196361,2024-12-03T18:00:00,25.4,G
196385,2024-12-03T19:00:00,25.4,G
196409,2024-12-03T20:00:00,25.4,G
196433,2024-12-03T21:00:00,25.4,G
196457,2024-12-03T22:00:00,25.4,G
196481,2024-12-03T23:00:00,25.4,G
196505,2024-12-04T00:00:00,25.3,G
196529,2024-12-04T01:00:00,21.1,G
196553,2024-12-04T02:00:00,21.3,G
196577,2024-12-04T03:00:00,21.4,G
196601,2024-12-04T04:00:00,21.4,G
196625,2024-12-04T05:00:00,21.4,G
196649,2024-12-04T06:00:00,21.4,G
196673,2024-12-04T07:00:00,21.4,G
196697,2024-12-04T08:00:00,21.4,G
196721,2024-12-04T09:00:00,21.4,G
196745,2024-12-04T10:00:00,22.0,G
196769,2024-12-04T11:00:00,22.6,G
196793,2024-12-04T12:00:00,23.2,G
196818,2024-12-04T13:00:00,23.2,G
196843,2024-12-04T14:00:00,23.6,G
196869,2024-12-04T15:00:00,23.8,G
196895,2024-12-04T16:00:00,23.9,G
196921,2024-12-04T17:00:00,23.9,G
196947,2024-12-04T18:00:00,23.9,G
196973,2024-12-04T19:00:00,23.9,G
196999,2024-12-04T20:00:00,23.9,G
197025,2024-12-04T21:00:00,23.9,G
197051,2024-12-04T22:00:00,23.9,G
197077,2024-12-04T23:00:00,23.9,G
197103,2024-12-05T00:00:00,23.9,G
197129,2024-12-05T01:00:00,20.9,G
197155,2024-12-05T02:00:00,20.9,G
197181,2024-12-05T03:00:00,20.9,G
197207,2024-12-05T04:00:00,20.9,G
197233,2024-12-05T05:00:00,20.9,G
197259,2024-12-05T06:00:00,20.9,G
197285,2024-12-05T07:00:00,20.9,G
197311,2024-12-05T08:00:00,20.9,G
197337,2024-12-05T09:00:00,20.9,G
197363,2024-12-05T10:00:00,20.9,G
197389,2024-12-05T11:00:00,20.9,G
197415,2024-12-05T12:00:00,21.0,G
197441,2024-12-05T13:00:00,21.3,G
197467,2024-12-05T14:00:00,22.1,G
197494,2024-12-05T15:00:00,23.2,G
197521,2024-12-05T16:00:00,23.7,G
197548,2024-12-05T17:00:00,23.8,G
197575,2024-12-05T18:00:00,23.8,G
197602,2024-12-05T19:00:00,23.8,G
197629,2024-12-05T20:00:00,23.8,G
197656,2024-12-05T21:00:00,23.8,G
197683,2024-12-05T22:00:00,23.8,G
197710,2024-12-05T23:00:00,23.8,G
197737,2024-12-06T00:00:00,23.7,G
197764,2024-12-06T01:00:00,19.2,G
197791,2024-12-06T02:00:00,19.4,G
197818,2024-12-06T03:00:00,19.6,G
197845,2024-12-06T04:00:00,19.6,G
197872,2024-12-06T05:00:00,19.6,G
197899,2024-12-06T06:00:00,19.6,G
197926,2024-12-06T07:00:00,19.6,G
197953,2024-12-06T08:00:00,19.6,G
197980,2024-12-06T09:00:00,19.6,G
198007,2024-12-06T10:00:00,20.0,G
198034,2024-12-06T11:00:00,20.8,G
198061,2024-12-06T12:00:00,22.1,G
198087,2024-12-06T13:00:00,22.7,G
198113,2024-12-06T14:00:00,23.0,G
198139,2024-12-06T15:00:00,23.4,G
198165,2024-12-06T16:00:00,23.4,G
198191,2024-12-06T17:00:00,23.4,G
198217,2024-12-06T18:00:00,23.4,G
198243,2024-12-06T19:00:00,23.4,G
198269,2024-12-06T20:00:00,23.4,G
198295,2024-12-06T21:00:00,23.4,G
198321,2024-12-06T22:00:00,23.4,G
198346,2024-12-06T23:00:00,23.4,G
198371,2024-12-07T00:00:00,23.3,G
198396,2024-12-07T01:00:00,19.2,G
198421,2024-12-07T02:00:00,19.2,G
198446,2024-12-07T03:00:00,19.2,G
198472,2024-12-07T04:00:00,19.2,G
198497,2024-12-07T05:00:00,19.2,G
198522,2024-12-07T06:00:00,19.2,G
198547,2024-12-07T07:00:00,19.2,G
198572,2024-12-07T08:00:00,19.2,G
198597,2024-12-07T09:00:00,19.2,G
198622,2024-12-07T10:00:00,19.4,G
198647,2024-12-07T11:00:00,20.5,G
198672,2024-12-07T12:00:00,21.7,G
198697,2024-12-07T13:00:00,22.6,G
198721,2024-12-07T14:00:00,22.7,G
198745,2024-12-07T15:00:00,23.2,G
198769,2024-12-07T16:00:00,23.2,G
198793,2024-12-07T17:00:00,23.2,G
198817,2024-12-07T18:00:00,23.2,G
198841,2024-12-07T19:00:00,23.2,G
198865,2024-12-07T20:00:00,23.2,G
198889,2024-12-07T21:00:00,23.2,G
198913,2024-12-07T22:00:00,23.2,G
198937,2024-12-07T23:00:00,23.2,G
198961,2024-12-08T00:00:00,23.1,G
198985,2024-12-08T01:00:00,16.2,G
199009,2024-12-08T02:00:00,16.2,G
199033,2024-12-08T03:00:00,16.2,G
199057,2024-12-08T04:00:00,16.2,G
199081,2024-12-08T05:00:00,16.2,G
199105,2024-12-08T06:00:00,16.2,G
199129,2024-12-08T07:00:00,16.2,G
199153,2024-12-08T08:00:00,16.2,G
199177,2024-12-08T09:00:00,16.2,G
199201,2024-12-08T10:00:00,16.2,G
199225,2024-12-08T11:00:00,17.3,G
199249,2024-12-08T12:00:00,18.2,G
199273,2024-12-08T13:00:00,19.7,G
199297,2024-12-08T14:00:00,20.4,G
199321,2024-12-08T15:00:00,20.4,G
199344,2024-12-08T16:00:00,20.4,G
199367,2024-12-08T17:00:00,20.4,G
199390,2024-12-08T18:00:00,20.4,G
199413,2024-12-08T19:00:00,20.4,G
199436,2024-12-08T20:00:00,20.4,G
199459,2024-12-08T21:00:00,20.4,G
199482,2024-12-08T22:00:00,20.4,G
199505,2024-12-08T23:00:00,20.4,G
199528,2024-12-09T00:00:00,20.3,G
199551,2024-12-09T01:00:00,17.2,G
199575,2024-12-09T02:00:00,17.2,G
199599,2024-12-09T03:00:00,17.2,G
199623,2024-12-09T04:00:00,17.2,G
199647,2024-12-09T05:00:00,17.2,G
199671,2024-12-09T06:00:00,17.2,G
199695,2024-12-09T07:00:00,17.2,G
199719,2024-12-09T08:00:00,17.2,G
199743,2024-12-09T09:00:00,17.2,G
199767,2024-12-09T10:00:00,17.2,G
199791,2024-12-09T11:00:00,17.2,G
199815,2024-12-09T12:00:00,17.5,G
199839,2024-12-09T13:00:00,18.7,G
199863,2024-12-09T14:00:00,19.0,G
199888,2024-12-09T15:00:00,19.4,G
199912,2024-12-09T16:00:00,20.2,G
199936,2024-12-09T17:00:00,20.4,G
199960,2024-12-09T18:00:00,20.4,G
199984,2024-12-09T19:00:00,20.4,G
200008,2024-12-09T20:00:00,20.4,G
200032,2024-12-09T21:00:00,20.4,G
200056,2024-12-09T22:00:00,20.4,G
200080,2024-12-09T23:00:00,20.4,G
200104,2024-12-10T00:00:00,20.4,G
200128,2024-12-10T01:00:00,18.1,G
200152,2024-12-10T02:00:00,18.3,G
200176,2024-12-10T03:00:00,18.4,G
200200,2024-12-10T04:00:00,18.4,G
200224,2024-12-10T05:00:00,18.4,G
200248,2024-12-10T06:00:00,18.4,G
200272,2024-12-10T07:00:00,18.4,G
200296,2024-12-10T08:00:00,18.5,G
200321,2024-12-10T09:00:00,19.0,G
200346,2024-12-10T10:00:00,19.9,G
200371,2024-12-10T11:00:00,20.5,G
200396,2024-12-10T12:00:00,21.3,G
200421,2024-12-10T13:00:00,22.0,G
200446,2024-12-10T14:00:00,22.2,G
200471,2024-12-10T15:00:00,22.3,G
200496,2024-12-10T16:00:00,22.6,G
200521,2024-12-10T17:00:00,22.6,G
200546,2024-12-10T18:00:00,22.6,G
200571,2024-12-10T19:00:00,22.6,G
200596,2024-12-10T20:00:00,22.6,G
200621,2024-12-10T21:00:00,22.6,G
200646,2024-12-10T22:00:00,22.6,G
200671,2024-12-10T23:00:00,22.6,G
200696,2024-12-11T00:00:00,22.6,G
200721,2024-12-11T01:00:00,20.3,G
200746,2024-12-11T02:00:00,20.3,G
200771,2024-12-11T03:00:00,20.3,G
200796,2024-12-11T04:00:00,20.3,G
200821,2024-12-11T05:00:00,20.3,G
200846,2024-12-11T06:00:00,20.3,G
200871,2024-12-11T07:00:00,20.3,G
200896,2024-12-11T08:00:00,20.3,G
200921,2024-12-11T09:00:00,20.8,G
200946,2024-12-11T10:00:00,21.8,G
200971,2024-12-11T11:00:00,22.8,G
200996,2024-12-11T12:00:00,23.6,G
201021,2024-12-11T13:00:00,25.2,G
201046,2024-12-11T14:00:00,25.9,G
201071,2024-12-11T15:00:00,25.9,G
201096,2024-12-11T16:00:00,25.9,G
201121,2024-12-11T17:00:00,25.9,G
201146,2024-12-11T18:00:00,25.9,G
201171,2024-12-11T19:00:00,25.9,G
201196,2024-12-11T20:00:00,25.9,G
201221,2024-12-11T21:00:00,25.9,G
201246,2024-12-11T22:00:00,25.9,G
201271,2024-12-11T23:00:00,25.9,G
201295,2024-12-12T00:00:00,25.8,G
201319,2024-12-12T01:00:00,19.0,G
201343,2024-12-12T02:00:00,19.0,G
201367,2024-12-12T03:00:00,19.0,G
201391,2024-12-12T04:00:00,19.0,G
201414,2024-12-12T05:00:00,19.0,G
201437,2024-12-12T06:00:00,19.0,G
201460,2024-12-12T07:00:00,19.0,G
201485,2024-12-12T08:00:00,19.0,G
201510,2024-12-12T09:00:00,19.0,G
201535,2024-12-12T10:00:00,19.0,G
201560,2024-12-12T11:00:00,19.4,G
201585,2024-12-12T12:00:00,20.1,G
201610,2024-12-12T13:00:00,20.6,G
201635,2024-12-12T14:00:00,21.3,G
201660,2024-12-12T15:00:00,21.7,G
201685,2024-12-12T16:00:00,22.2,G
201709,2024-12-12T17:00:00,22.3,G
201733,2024-12-12T18:00:00,22.3,G
201757,2024-12-12T19:00:00,22.3,G
201781,2024-12-12T20:00:00,22.3,G
201805,2024-12-12T21:00:00,22.3,G
201829,2024-12-12T22:00:00,22.3,G
201853,2024-12-12T23:00:00,22.3,G
201877,2024-12-13T00:00:00,22.2,G
201901,2024-12-13T01:00:00,18.4,G
201925,2024-12-13T02:00:00,18.4,G
201949,2024-12-13T03:00:00,18.4,G
201973,2024-12-13T04:00:00,18.4,G
201997,2024-12-13T05:00:00,18.4,G
202021,2024-12-13T06:00:00,18.4,G
202045,2024-12-13T07:00:00,18.4,G
202070,2024-12-13T08:00:00,18.4,G
202095,2024-12-13T09:00:00,18.4,G
202120,2024-12-13T10:00:00,18.4,G
202145,2024-12-13T11:00:00,18.4,G
202170,2024-12-13T12:00:00,18.4,G
202195,2024-12-13T13:00:00,18.4,G
202220,2024-12-13T14:00:00,19.3,G
202245,2024-12-13T15:00:00,19.9,G
202270,2024-12-13T16:00:00,20.1,G
202295,2024-12-13T17:00:00,20.2,G
202320,2024-12-13T18:00:00,20.2,G
202345,2024-12-13T19:00:00,20.2,G
202370,2024-12-13T20:00:00,20.2,G
202395,2024-12-13T21:00:00,20.2,G
202420,2024-12-13T22:00:00,20.2,G
202445,2024-12-13T23:00:00,20.2,G
202470,2024-12-14T00:00:00,20.1,G
202495,2024-12-14T01:00:00,14.0,G
202520,2024-12-14T02:00:00,14.0,G
202545,2024-12-14T03:00:00,14.0,G
202570,2024-12-14T04:00:00,14.0,G
202594,2024-12-14T05:00:00,14.0,G
202618,2024-12-14T06:00:00,14.0,G
202642,2024-12-14T07:00:00,14.0,G
202666,2024-12-14T08:00:00,14.0,G
202689,2024-12-14T09:00:00,14.0,G
202712,2024-12-14T10:00:00,14.1,G
202735,2024-12-14T11:00:00,14.5,G
202758,2024-12-14T12:00:00,15.2,G
202781,2024-12-14T13:00:00,15.3,G
202804,2024-12-14T14:00:00,16.1,G
202827,2024-12-14T15:00:00,17.0,G
202851,2024-12-14T16:00:00,17.2,G
202875,2024-12-14T17:00:00,17.2,G
202899,2024-12-14T18:00:00,17.2,G
202922,2024-12-14T19:00:00,17.2,G
202945,2024-12-14T20:00:00,17.2,G
202968,2024-12-14T21:00:00,17.2,G
202991,2024-12-14T22:00:00,17.2,G
203013,2024-12-14T23:00:00,17.2,G
203035,2024-12-15T00:00:00,17.1,G
203057,2024-12-15T01:00:00,13.3,G
203079,2024-12-15T02:00:00,13.3,G
203101,2024-12-15T03:00:00,13.3,G
203124,2024-12-15T04:00:00,13.3,G
203147,2024-12-15T05:00:00,13.3,G
203170,2024-12-15T06:00:00,13.3,G
203193,2024-12-15T07:00:00,13.3,G
203216,2024-12-15T08:00:00,13.3,G
203239,2024-12-15T09:00:00,13.3,G
203262,2024-12-15T10:00:00,13.3,G
203285,2024-12-15T11:00:00,13.3,G
203308,2024-12-15T12:00:00,14.1,G
203331,2024-12-15T13:00:00,15.1,G
203354,2024-12-15T14:00:00,15.7,G
203377,2024-12-15T15:00:00,16.2,G
203400,2024-12-15T16:00:00,16.3,G
203423,2024-12-15T17:00:00,16.3,G
203446,2024-12-15T18:00:00,16.3,G
203469,2024-12-15T19:00:00,16.3,G
203492,2024-12-15T20:00:00,16.3,G
203515,2024-12-15T21:00:00,16.3,G
203538,2024-12-15T22:00:00,16.3,G
203561,2024-12-15T23:00:00,16.3,G
203584,2024-12-16T00:00:00,16.3,G
203607,2024-12-16T01:00:00,14.3,G
203630,2024-12-16T02:00:00,14.3,G
203653,2024-12-16T03:00:00,14.3,G
203676,2024-12-16T04:00:00,14.3,G
203699,2024-12-16T05:00:00,14.3,G
203722,2024-12-16T06:00:00,14.3,G
203745,2024-12-16T07:00:00,14.3,G
203768,2024-12-16T08:00:00,14.3,G
203791,2024-12-16T09:00:00,14.3,G
203816,2024-12-16T10:00:00,14.4,G
203840,2024-12-16T11:00:00,15.0,G
203864,2024-12-16T12:00:00,16.6,G
203888,2024-12-16T13:00:00,17.8,G
203913,2024-12-16T14:00:00,18.6,G
203938,2024-12-16T15:00:00,19.3,G
203963,2024-12-16T16:00:00,19.3,G
203988,2024-12-16T17:00:00,19.3,G
204013,2024-12-16T18:00:00,19.3,G
204038,2024-12-16T19:00:00,19.3,G
204063,2024-12-16T20:00:00,19.3,G
204088,2024-12-16T21:00:00,19.3,G
204113,2024-12-16T22:00:00,19.3,G
204137,2024-12-16T23:00:00,19.3,G
204161,2024-12-17T00:00:00,19.2,G
204185,2024-12-17T01:00:00,13.8,G
204210,2024-12-17T02:00:00,13.9,G
204235,2024-12-17T03:00:00,14.4,G
204260,2024-12-17T04:00:00,14.8,G
204284,2024-12-17T05:00:00,14.8,G
204308,2024-12-17T06:00:00,14.8,G
204332,2024-12-17T07:00:00,14.8,G
204358,2024-12-17T08:00:00,14.8,G
204384,2024-12-17T09:00:00,14.9,G
204410,2024-12-17T10:00:00,16.2,G
204436,2024-12-17T11:00:00,17.9,G
204462,2024-12-17T12:00:00,19.0,G
204487,2024-12-17T13:00:00,20.0,G
204512,2024-12-17T14:00:00,20.9,G
204537,2024-12-17T15:00:00,21.7,G
204562,2024-12-17T16:00:00,21.8,G
204586,2024-12-17T17:00:00,21.8,G
204610,2024-12-17T18:00:00,21.8,G
204634,2024-12-17T19:00:00,21.8,G
204658,2024-12-17T20:00:00,21.8,G
204682,2024-12-17T21:00:00,21.8,G
204706,2024-12-17T22:00:00,21.8,G
204730,2024-12-17T23:00:00,21.8,G
204754,2024-12-18T00:00:00,21.7,G
204778,2024-12-18T01:00:00,17.4,G
204802,2024-12-18T02:00:00,17.4,G
204826,2024-12-18T03:00:00,17.4,G
204851,2024-12-18T04:00:00,17.4,G
204876,2024-12-18T05:00:00,17.4,G
204901,2024-12-18T06:00:00,17.4,G
204926,2024-12-18T07:00:00,17.4,G
204951,2024-12-18T08:00:00,17.4,G
204976,2024-12-18T09:00:00,17.4,G
205001,2024-12-18T10:00:00,17.4,G
205027,2024-12-18T11:00:00,17.7,G
205053,2024-12-18T12:00:00,18.3,G
205079,2024-12-18T13:00:00,19.2,G
205105,2024-12-18T14:00:00,20.2,G
205131,2024-12-18T15:00:00,21.4,G
205157,2024-12-18T16:00:00,22.0,G
205183,2024-12-18T17:00:00,22.0,G
205209,2024-12-18T18:00:00,22.0,G
205234,2024-12-18T19:00:00,22.0,G
205259,2024-12-18T20:00:00,22.0,G
205284,2024-12-18T21:00:00,22.0,G
205309,2024-12-18T22:00:00,22.0,G
205334,2024-12-18T23:00:00,22.0,G
205359,2024-12-19T00:00:00,21.9,G
205383,2024-12-19T01:00:00,15.7,G
205407,2024-12-19T02:00:00,15.7,G
205431,2024-12-19T03:00:00,15.7,G
205455,2024-12-19T04:00:00,15.7,G
205479,2024-12-19T05:00:00,15.7,G
205503,2024-12-19T06:00:00,15.7,G
205527,2024-12-19T07:00:00,15.7,G
205551,2024-12-19T08:00:00,15.7,G
205575,2024-12-19T09:00:00,15.7,G
205599,2024-12-19T10:00:00,15.7,G
205624,2024-12-19T11:00:00,15.7,G
205649,2024-12-19T12:00:00,16.1,G
205674,2024-12-19T13:00:00,17.0,G
205699,2024-12-19T14:00:00,17.4,G
205724,2024-12-19T15:00:00,17.9,G
205749,2024-12-19T16:00:00,18.1,G
205774,2024-12-19T17:00:00,18.1,G
205799,2024-12-19T18:00:00,18.1,G
205824,2024-12-19T19:00:00,18.1,G
205849,2024-12-19T20:00:00,18.1,G
205874,2024-12-19T21:00:00,18.1,G
205899,2024-12-19T22:00:00,18.1,G
205924,2024-12-19T23:00:00,18.1,G
205948,2024-12-20T00:00:00,18.0,G
205972,2024-12-20T01:00:00,13.3,G
205996,2024-12-20T02:00:00,13.3,G
206020,2024-12-20T03:00:00,13.3,G
206044,2024-12-20T04:00:00,13.3,G
206068,2024-12-20T05:00:00,13.3,G
206092,2024-12-20T06:00:00,13.3,G
206117,2024-12-20T07:00:00,13.3,G
206142,2024-12-20T08:00:00,13.3,G
206167,2024-12-20T09:00:00,13.3,G
206192,2024-12-20T10:00:00,13.3,G
206216,2024-12-20T11:00:00,14.0,G
206241,2024-12-20T12:00:00,15.5,G
206266,2024-12-20T13:00:00,16.3,G
206291,2024-12-20T14:00:00,17.4,G
206316,2024-12-20T15:00:00,18.2,G
