,obstime,Maximum Air Temperature in degree C,qcscore
103686,2024-06-15T17:00:00,28.8,G
103711,2024-06-15T18:00:00,28.8,G
103736,2024-06-15T19:00:00,28.8,G
103761,2024-06-15T20:00:00,28.8,G
103786,2024-06-15T21:00:00,28.8,G
103811,2024-06-15T22:00:00,28.8,G
103836,2024-06-15T23:00:00,28.8,G
103861,2024-06-16T00:00:00,28.7,G
103886,2024-06-16T01:00:00,24.6,G
103911,2024-06-16T02:00:00,24.7,G
103936,2024-06-16T03:00:00,25.5,G
103961,2024-06-16T04:00:00,25.8,G
103986,2024-06-16T05:00:00,26.2,G
104011,2024-06-16T06:00:00,26.7,G
104036,2024-06-16T07:00:00,26.8,G
104061,2024-06-16T08:00:00,27.2,G
104086,2024-06-16T09:00:00,27.6,G
104111,2024-06-16T10:00:00,28.1,G
104136,2024-06-16T11:00:00,28.4,G
104161,2024-06-16T12:00:00,28.6,G
104186,2024-06-16T13:00:00,29.1,G
104211,2024-06-16T14:00:00,29.1,G
104236,2024-06-16T15:00:00,29.1,G
104261,2024-06-16T16:00:00,29.1,G
104286,2024-06-16T17:00:00,29.1,G
104311,2024-06-16T18:00:00,29.1,G
104336,2024-06-16T19:00:00,29.1,G
104361,2024-06-16T20:00:00,29.1,G
104386,2024-06-16T21:00:00,29.1,G
104411,2024-06-16T22:00:00,29.1,G
104436,2024-06-16T23:00:00,29.1,G
104461,2024-06-17T00:00:00,29.1,G
104486,2024-06-17T01:00:00,28.3,G
104511,2024-06-17T02:00:00,28.3,G
104536,2024-06-17T03:00:00,28.3,G
104561,2024-06-17T04:00:00,28.3,G
104586,2024-06-17T05:00:00,28.3,G
104611,2024-06-17T06:00:00,28.3,G
104636,2024-06-17T07:00:00,28.3,G
104661,2024-06-17T08:00:00,28.3,G
104686,2024-06-17T09:00:00,28.3,G
104711,2024-06-17T10:00:00,29.1,G
104736,2024-06-17T11:00:00,29.6,G
104761,2024-06-17T12:00:00,30.3,G
104787,2024-06-17T13:00:00,30.5,G
104813,2024-06-17T14:00:00,30.8,G
104839,2024-06-17T15:00:00,30.9,G
104865,2024-06-17T16:00:00,30.9,G
104891,2024-06-17T17:00:00,30.9,G
104918,2024-06-17T18:00:00,30.9,G
104945,2024-06-17T19:00:00,30.9,G
104972,2024-06-17T20:00:00,30.9,G
104999,2024-06-17T21:00:00,30.9,G
105026,2024-06-17T22:00:00,30.9,G
105053,2024-06-17T23:00:00,30.9,G
105080,2024-06-18T00:00:00,30.9,G
105108,2024-06-18T01:00:00,29.3,G
105136,2024-06-18T02:00:00,29.3,G
105164,2024-06-18T03:00:00,29.3,G
105192,2024-06-18T04:00:00,29.3,G
105220,2024-06-18T05:00:00,29.3,G
105248,2024-06-18T06:00:00,29.3,G
105276,2024-06-18T07:00:00,29.3,G
105304,2024-06-18T08:00:00,29.3,G
105332,2024-06-18T09:00:00,29.3,G
105360,2024-06-18T10:00:00,29.7,G
105388,2024-06-18T11:00:00,30.2,G
105416,2024-06-18T12:00:00,30.6,G
105444,2024-06-18T13:00:00,30.6,G
105472,2024-06-18T14:00:00,30.7,G
105500,2024-06-18T15:00:00,30.8,G
105527,2024-06-18T16:00:00,30.8,G
105554,2024-06-18T17:00:00,30.8,G
105581,2024-06-18T18:00:00,30.8,G
105608,2024-06-18T19:00:00,30.8,G
105635,2024-06-18T20:00:00,30.8,G
105662,2024-06-18T21:00:00,30.8,G
105689,2024-06-18T22:00:00,30.8,G
105716,2024-06-18T23:00:00,30.8,G
105743,2024-06-19T00:00:00,30.8,G
105770,2024-06-19T01:00:00,28.9,G
105797,2024-06-19T02:00:00,28.9,G
105824,2024-06-19T03:00:00,28.9,G
105851,2024-06-19T04:00:00,28.9,G
105878,2024-06-19T05:00:00,28.9,G
105905,2024-06-19T06:00:00,28.9,G
105932,2024-06-19T07:00:00,28.9,G
105959,2024-06-19T08:00:00,28.9,G
105985,2024-06-19T09:00:00,29.1,G
106011,2024-06-19T10:00:00,29.7,G
106037,2024-06-19T11:00:00,30.3,G
106063,2024-06-19T12:00:00,30.6,G
106089,2024-06-19T13:00:00,31.1,G
106115,2024-06-19T14:00:00,31.4,G
106141,2024-06-19T15:00:00,31.4,G
106167,2024-06-19T16:00:00,31.4,G
106193,2024-06-19T17:00:00,31.4,G
106219,2024-06-19T18:00:00,31.4,G
106245,2024-06-19T19:00:00,31.4,G
106270,2024-06-19T20:00:00,31.4,G
106295,2024-06-19T21:00:00,31.4,G
106320,2024-06-19T22:00:00,31.4,G
106345,2024-06-19T23:00:00,31.4,G
106370,2024-06-20T00:00:00,31.3,G
106395,2024-06-20T01:00:00,28.2,G
106420,2024-06-20T02:00:00,28.2,G
106445,2024-06-20T03:00:00,28.3,G
106470,2024-06-20T04:00:00,28.3,G
106495,2024-06-20T05:00:00,28.3,G
106520,2024-06-20T06:00:00,28.3,G
106545,2024-06-20T07:00:00,28.3,G
106570,2024-06-20T08:00:00,28.3,G
106595,2024-06-20T09:00:00,28.8,G
106620,2024-06-20T10:00:00,30.2,G
106645,2024-06-20T11:00:00,31.6,G
106669,2024-06-20T12:00:00,31.7,G
106693,2024-06-20T13:00:00,31.7,G
106717,2024-06-20T14:00:00,31.7,G
106741,2024-06-20T15:00:00,31.7,G
106765,2024-06-20T16:00:00,31.8,G
106789,2024-06-20T17:00:00,31.9,G
106813,2024-06-20T18:00:00,31.9,G
106837,2024-06-20T19:00:00,31.9,G
106860,2024-06-20T20:00:00,31.9,G
106883,2024-06-20T21:00:00,31.9,G
106906,2024-06-20T22:00:00,31.9,G
106929,2024-06-20T23:00:00,31.9,G
106952,2024-06-21T00:00:00,31.9,G
106975,2024-06-21T01:00:00,29.1,G
106998,2024-06-21T02:00:00,29.2,G
107021,2024-06-21T03:00:00,29.2,G
107044,2024-06-21T04:00:00,29.2,G
107067,2024-06-21T05:00:00,29.2,G
107089,2024-06-21T06:00:00,29.2,G
107112,2024-06-21T07:00:00,29.2,G
107135,2024-06-21T08:00:00,29.2,G
107158,2024-06-21T09:00:00,29.8,G
107181,2024-06-21T10:00:00,31.5,M
107204,2024-06-21T11:00:00,31.6,M
107227,2024-06-21T12:00:00,31.8,G
107250,2024-06-21T13:00:00,32.1,G
107273,2024-06-21T14:00:00,32.4,G
107296,2024-06-21T15:00:00,32.6,G
107318,2024-06-21T16:00:00,32.6,G
107340,2024-06-21T17:00:00,32.6,G
107362,2024-06-21T18:00:00,32.6,G
107384,2024-06-21T19:00:00,32.6,G
107406,2024-06-21T20:00:00,32.6,G
107428,2024-06-21T21:00:00,32.6,G
107450,2024-06-21T22:00:00,32.6,G
107472,2024-06-21T23:00:00,32.6,G
107494,2024-06-22T00:00:00,32.5,G
107516,2024-06-22T01:00:00,29.5,G
107538,2024-06-22T02:00:00,29.6,G
107560,2024-06-22T03:00:00,29.6,G
107582,2024-06-22T04:00:00,29.6,G
107604,2024-06-22T05:00:00,29.6,G
107626,2024-06-22T06:00:00,29.6,G
107648,2024-06-22T07:00:00,29.6,G
107670,2024-06-22T08:00:00,29.7,G
107692,2024-06-22T09:00:00,30.5,G
107714,2024-06-22T10:00:00,30.8,G
107736,2024-06-22T11:00:00,31.1,G
107758,2024-06-22T12:00:00,32.1,G
107780,2024-06-22T13:00:00,32.8,G
107802,2024-06-22T14:00:00,32.8,G
107824,2024-06-22T15:00:00,32.8,G
107846,2024-06-22T16:00:00,32.8,G
107868,2024-06-22T17:00:00,32.8,G
107890,2024-06-22T18:00:00,32.8,G
107912,2024-06-22T19:00:00,32.8,G
107934,2024-06-22T20:00:00,32.8,G
107956,2024-06-22T21:00:00,32.8,G
107978,2024-06-22T22:00:00,32.8,G
108000,2024-06-22T23:00:00,32.8,G
108022,2024-06-23T00:00:00,32.7,G
108044,2024-06-23T01:00:00,29.6,G
108066,2024-06-23T02:00:00,29.7,G
108088,2024-06-23T03:00:00,29.7,G
108110,2024-06-23T04:00:00,29.7,G
108132,2024-06-23T05:00:00,29.7,G
108154,2024-06-23T06:00:00,29.7,G
108176,2024-06-23T07:00:00,29.7,G
108198,2024-06-23T08:00:00,29.7,G
108220,2024-06-23T09:00:00,29.8,G
108242,2024-06-23T10:00:00,30.6,G
108264,2024-06-23T11:00:00,30.7,G
108286,2024-06-23T12:00:00,31.7,G
108308,2024-06-23T13:00:00,32.2,G
108330,2024-06-23T14:00:00,32.4,G
108352,2024-06-23T15:00:00,32.7,G
108374,2024-06-23T16:00:00,32.7,G
108396,2024-06-23T17:00:00,32.7,G
108418,2024-06-23T18:00:00,32.7,G
108440,2024-06-23T19:00:00,32.7,G
108462,2024-06-23T20:00:00,32.7,G
108484,2024-06-23T21:00:00,32.7,G
108506,2024-06-23T22:00:00,32.7,G
108528,2024-06-23T23:00:00,32.7,G
108550,2024-06-24T00:00:00,32.6,G
108572,2024-06-24T01:00:00,28.7,G
108594,2024-06-24T02:00:00,28.7,G
108616,2024-06-24T03:00:00,28.7,G
108637,2024-06-24T04:00:00,28.7,G
108658,2024-06-24T05:00:00,28.7,G
108679,2024-06-24T06:00:00,28.7,G
108700,2024-06-24T07:00:00,28.7,G
108721,2024-06-24T08:00:00,29.4,G
108742,2024-06-24T09:00:00,29.6,G
108763,2024-06-24T10:00:00,30.4,G
108784,2024-06-24T11:00:00,30.9,G
108805,2024-06-24T12:00:00,31.4,G
108826,2024-06-24T13:00:00,31.4,G
108847,2024-06-24T14:00:00,31.5,G
108868,2024-06-24T15:00:00,32.0,G
108889,2024-06-24T16:00:00,32.4,G
108910,2024-06-24T17:00:00,32.5,G
108931,2024-06-24T18:00:00,32.5,G
108952,2024-06-24T19:00:00,32.5,G
108973,2024-06-24T20:00:00,32.5,G
108994,2024-06-24T21:00:00,32.5,G
109015,2024-06-24T22:00:00,32.5,G
109036,2024-06-24T23:00:00,32.5,G
109057,2024-06-25T00:00:00,32.4,G
109078,2024-06-25T01:00:00,29.2,G
109099,2024-06-25T02:00:00,29.2,G
109120,2024-06-25T03:00:00,29.3,G
109141,2024-06-25T04:00:00,29.3,G
109162,2024-06-25T05:00:00,29.3,G
109183,2024-06-25T06:00:00,29.3,G
109204,2024-06-25T07:00:00,29.3,G
109225,2024-06-25T08:00:00,29.3,G
109246,2024-06-25T09:00:00,29.3,G
109267,2024-06-25T10:00:00,29.7,G
109288,2024-06-25T11:00:00,31.1,G
109309,2024-06-25T12:00:00,31.7,G
109330,2024-06-25T13:00:00,31.8,G
109351,2024-06-25T14:00:00,32.3,G
109372,2024-06-25T15:00:00,32.7,G
109394,2024-06-25T16:00:00,32.7,G
109416,2024-06-25T17:00:00,32.7,G
109438,2024-06-25T18:00:00,32.7,G
109460,2024-06-25T19:00:00,32.7,G
109482,2024-06-25T20:00:00,32.7,G
109504,2024-06-25T21:00:00,32.7,G
109526,2024-06-25T22:00:00,32.7,G
109548,2024-06-25T23:00:00,32.7,G
109570,2024-06-26T00:00:00,32.6,G
109592,2024-06-26T01:00:00,27.3,G
109614,2024-06-26T02:00:00,27.3,G
109636,2024-06-26T03:00:00,27.4,G
109658,2024-06-26T04:00:00,27.5,G
109680,2024-06-26T05:00:00,27.5,G
109702,2024-06-26T06:00:00,27.5,G
109724,2024-06-26T07:00:00,27.5,G
109746,2024-06-26T08:00:00,28.1,G
109768,2024-06-26T09:00:00,29.3,G
109791,2024-06-26T10:00:00,30.5,G
109814,2024-06-26T11:00:00,31.0,G
109837,2024-06-26T12:00:00,31.8,G
109861,2024-06-26T13:00:00,32.1,G
109886,2024-06-26T14:00:00,32.3,G
109911,2024-06-26T15:00:00,32.3,G
109935,2024-06-26T16:00:00,32.5,G
109959,2024-06-26T17:00:00,32.5,G
109983,2024-06-26T18:00:00,32.5,G
110007,2024-06-26T19:00:00,32.5,G
110031,2024-06-26T20:00:00,32.5,G
110055,2024-06-26T21:00:00,32.5,G
110079,2024-06-26T22:00:00,32.5,G
110103,2024-06-26T23:00:00,32.5,G
110127,2024-06-27T00:00:00,32.4,G
110151,2024-06-27T01:00:00,28.8,G
110175,2024-06-27T02:00:00,28.8,G
110199,2024-06-27T03:00:00,28.8,G
110223,2024-06-27T04:00:00,28.8,M
122593,2024-07-20T00:00:00,28.6,M
122617,2024-07-20T01:00:00,28.5,G
122641,2024-07-20T02:00:00,29.0,G
122665,2024-07-20T03:00:00,29.2,G
122689,2024-07-20T04:00:00,29.4,G
122713,2024-07-20T05:00:00,29.4,G
122737,2024-07-20T06:00:00,29.4,G
122761,2024-07-20T07:00:00,29.4,G
122785,2024-07-20T08:00:00,29.4,G
122809,2024-07-20T09:00:00,29.7,G
122833,2024-07-20T10:00:00,30.1,G
122857,2024-07-20T11:00:00,30.2,G
122881,2024-07-20T12:00:00,30.2,G
122905,2024-07-20T13:00:00,30.2,G
122929,2024-07-20T14:00:00,31.2,G
122953,2024-07-20T15:00:00,31.9,G
122977,2024-07-20T16:00:00,31.9,G
123001,2024-07-20T17:00:00,31.9,G
123025,2024-07-20T18:00:00,31.9,G
123049,2024-07-20T19:00:00,31.9,G
123072,2024-07-20T20:00:00,31.9,G
123095,2024-07-20T21:00:00,31.9,G
123118,2024-07-20T22:00:00,31.9,G
123141,2024-07-20T23:00:00,31.9,G
123164,2024-07-21T00:00:00,31.9,G
123187,2024-07-21T01:00:00,29.9,G
123210,2024-07-21T02:00:00,29.9,G
123233,2024-07-21T03:00:00,29.9,G
123256,2024-07-21T04:00:00,29.9,G
123279,2024-07-21T05:00:00,29.9,G
123302,2024-07-21T06:00:00,29.9,G
123325,2024-07-21T07:00:00,29.9,G
123348,2024-07-21T08:00:00,29.9,G
123371,2024-07-21T09:00:00,30.2,G
123394,2024-07-21T10:00:00,30.4,G
123418,2024-07-21T11:00:00,30.7,G
123442,2024-07-21T12:00:00,30.9,G
123466,2024-07-21T13:00:00,30.9,G
123490,2024-07-21T14:00:00,30.9,G
123514,2024-07-21T15:00:00,30.9,G
123538,2024-07-21T16:00:00,30.9,G
123562,2024-07-21T17:00:00,30.9,G
123586,2024-07-21T18:00:00,30.9,G
123610,2024-07-21T19:00:00,30.9,G
123634,2024-07-21T20:00:00,30.9,G
123658,2024-07-21T21:00:00,30.9,G
123681,2024-07-21T22:00:00,30.9,G
123704,2024-07-21T23:00:00,30.9,G
123727,2024-07-22T00:00:00,30.9,G
123750,2024-07-22T01:00:00,28.7,G
123773,2024-07-22T02:00:00,28.7,G
123796,2024-07-22T03:00:00,28.7,G
123818,2024-07-22T04:00:00,28.7,G
123840,2024-07-22T05:00:00,28.7,G
123862,2024-07-22T06:00:00,28.7,G
123884,2024-07-22T07:00:00,28.7,G
123908,2024-07-22T08:00:00,28.9,G
123932,2024-07-22T09:00:00,29.6,G
123956,2024-07-22T10:00:00,30.6,G
123980,2024-07-22T11:00:00,31.2,G
124004,2024-07-22T12:00:00,31.7,G
124029,2024-07-22T13:00:00,33.2,G
124053,2024-07-22T14:00:00,33.3,M
124077,2024-07-22T15:00:00,33.3,M
124101,2024-07-22T16:00:00,33.3,M
124125,2024-07-22T17:00:00,33.3,M
124149,2024-07-22T18:00:00,33.3,M
124173,2024-07-22T19:00:00,33.3,G
124197,2024-07-22T20:00:00,33.3,G
124221,2024-07-22T21:00:00,33.3,G
124245,2024-07-22T22:00:00,33.3,G
124269,2024-07-22T23:00:00,33.3,G
124293,2024-07-23T00:00:00,33.2,M
124317,2024-07-23T01:00:00,29.1,M
124479,2024-07-23T08:00:00,29.1,M
124526,2024-07-23T10:00:00,30.8,M
124550,2024-07-23T11:00:00,32.1,G
124574,2024-07-23T12:00:00,32.7,G
124598,2024-07-23T13:00:00,32.7,G
124622,2024-07-23T14:00:00,32.7,M
124692,2024-07-23T17:00:00,32.7,M
124716,2024-07-23T18:00:00,32.7,G
124740,2024-07-23T19:00:00,32.7,G
124764,2024-07-23T20:00:00,32.7,G
124788,2024-07-23T21:00:00,32.7,G
124812,2024-07-23T22:00:00,32.7,G
124836,2024-07-23T23:00:00,32.7,G
124861,2024-07-24T00:00:00,32.6,G
124886,2024-07-24T01:00:00,29.1,G
124911,2024-07-24T02:00:00,29.1,G
124936,2024-07-24T03:00:00,29.1,G
124961,2024-07-24T04:00:00,29.1,M
124986,2024-07-24T05:00:00,29.1,G
125011,2024-07-24T06:00:00,29.1,G
125036,2024-07-24T07:00:00,29.1,G
125061,2024-07-24T08:00:00,29.3,G
125086,2024-07-24T09:00:00,29.8,G
125111,2024-07-24T10:00:00,30.4,G
125136,2024-07-24T11:00:00,30.8,G
125161,2024-07-24T12:00:00,31.8,M
125186,2024-07-24T13:00:00,33.1,M
125211,2024-07-24T14:00:00,33.2,G
125236,2024-07-24T15:00:00,33.5,G
125261,2024-07-24T16:00:00,33.6,G
125286,2024-07-24T17:00:00,33.6,G
125311,2024-07-24T18:00:00,33.6,G
125335,2024-07-24T19:00:00,33.6,G
125359,2024-07-24T20:00:00,33.6,M
128076,2024-07-29T18:00:00,29.0,G
128100,2024-07-29T19:00:00,29.0,G
128123,2024-07-29T20:00:00,29.0,G
128146,2024-07-29T21:00:00,29.0,G
128169,2024-07-29T22:00:00,29.0,G
128192,2024-07-29T23:00:00,29.0,G
128215,2024-07-30T00:00:00,29.0,G
128238,2024-07-30T01:00:00,26.4,G
128261,2024-07-30T02:00:00,26.4,G
128284,2024-07-30T03:00:00,26.4,G
128307,2024-07-30T04:00:00,26.4,G
128330,2024-07-30T05:00:00,26.4,G
128353,2024-07-30T06:00:00,26.4,G
128376,2024-07-30T07:00:00,26.4,G
128399,2024-07-30T08:00:00,26.7,G
128423,2024-07-30T09:00:00,27.4,G
128447,2024-07-30T10:00:00,28.6,G
128471,2024-07-30T11:00:00,29.4,G
128495,2024-07-30T12:00:00,30.3,G
128519,2024-07-30T13:00:00,30.3,G
128543,2024-07-30T14:00:00,30.3,G
128567,2024-07-30T15:00:00,30.3,G
128591,2024-07-30T16:00:00,30.3,G
128615,2024-07-30T17:00:00,30.3,G
128639,2024-07-30T18:00:00,30.3,G
128663,2024-07-30T19:00:00,30.3,G
128687,2024-07-30T20:00:00,30.3,G
128711,2024-07-30T21:00:00,30.3,G
128735,2024-07-30T22:00:00,30.3,G
128759,2024-07-30T23:00:00,30.3,G
128783,2024-07-31T00:00:00,30.2,G
128807,2024-07-31T01:00:00,26.1,G
128827,2024-07-31T02:00:00,26.3,G
128847,2024-07-31T03:00:00,26.3,G
128867,2024-07-31T04:00:00,26.3,G
128887,2024-07-31T05:00:00,26.3,G
128905,2024-07-31T06:00:00,26.3,G
128923,2024-07-31T07:00:00,26.3,G
128941,2024-07-31T08:00:00,26.7,G
128959,2024-07-31T09:00:00,26.9,G
128977,2024-07-31T10:00:00,26.9,G
128995,2024-07-31T11:00:00,26.9,G
129013,2024-07-31T12:00:00,26.9,G
129031,2024-07-31T13:00:00,27.1,G
129049,2024-07-31T14:00:00,28.4,G
129192,2024-07-31T22:00:00,28.4,G
129211,2024-07-31T23:00:00,28.4,G
129230,2024-08-01T00:00:00,28.4,M
133769,2024-08-11T23:00:00,31.2,G
133783,2024-08-12T00:00:00,31.2,G
133797,2024-08-12T01:00:00,29.1,G
133812,2024-08-12T02:00:00,29.1,G
133827,2024-08-12T03:00:00,29.1,G
133842,2024-08-12T04:00:00,29.1,G
133858,2024-08-12T05:00:00,29.1,G
133874,2024-08-12T06:00:00,29.1,G
133890,2024-08-12T07:00:00,29.1,G
133906,2024-08-12T08:00:00,29.3,G
133922,2024-08-12T09:00:00,29.3,G
133939,2024-08-12T10:00:00,29.3,G
133956,2024-08-12T11:00:00,29.3,G
133973,2024-08-12T12:00:00,29.3,G
133990,2024-08-12T13:00:00,29.5,G
134007,2024-08-12T14:00:00,29.8,G
134024,2024-08-12T15:00:00,30.3,G
134041,2024-08-12T16:00:00,31.0,G
134058,2024-08-12T17:00:00,31.2,G
134076,2024-08-12T18:00:00,31.2,G
134094,2024-08-12T19:00:00,31.2,G
134112,2024-08-12T20:00:00,31.2,G
134130,2024-08-12T21:00:00,31.2,G
134148,2024-08-12T22:00:00,31.2,G
134166,2024-08-12T23:00:00,31.2,G
134184,2024-08-13T00:00:00,31.2,G
134202,2024-08-13T01:00:00,28.9,G
134220,2024-08-13T02:00:00,29.0,G
134238,2024-08-13T03:00:00,29.0,G
134256,2024-08-13T04:00:00,29.0,G
134274,2024-08-13T05:00:00,29.0,G
134292,2024-08-13T06:00:00,29.0,G
134310,2024-08-13T07:00:00,29.0,G
134328,2024-08-13T08:00:00,29.0,G
134346,2024-08-13T09:00:00,29.3,G
134364,2024-08-13T10:00:00,30.9,G
134382,2024-08-13T11:00:00,31.2,G
134400,2024-08-13T12:00:00,31.3,G
134419,2024-08-13T13:00:00,31.7,G
134438,2024-08-13T14:00:00,32.3,G
134457,2024-08-13T15:00:00,32.8,G
134476,2024-08-13T16:00:00,32.8,G
134495,2024-08-13T17:00:00,32.8,G
134514,2024-08-13T18:00:00,32.8,G
134533,2024-08-13T19:00:00,32.8,G
134552,2024-08-13T20:00:00,32.8,G
134571,2024-08-13T21:00:00,32.8,G
134590,2024-08-13T22:00:00,32.8,G
134609,2024-08-13T23:00:00,32.8,G
134628,2024-08-14T00:00:00,32.7,G
134647,2024-08-14T01:00:00,28.1,G
134666,2024-08-14T02:00:00,28.3,G
134685,2024-08-14T03:00:00,28.3,G
134704,2024-08-14T04:00:00,28.5,G
134722,2024-08-14T05:00:00,28.6,G
134740,2024-08-14T06:00:00,28.6,G
134758,2024-08-14T07:00:00,28.6,G
134776,2024-08-14T08:00:00,28.6,G
134794,2024-08-14T09:00:00,29.0,G
134812,2024-08-14T10:00:00,29.3,G
134830,2024-08-14T11:00:00,29.3,G
134848,2024-08-14T12:00:00,29.3,G
134866,2024-08-14T13:00:00,29.3,G
134884,2024-08-14T14:00:00,29.6,G
134902,2024-08-14T15:00:00,29.7,G
134921,2024-08-14T16:00:00,29.9,G
134940,2024-08-14T17:00:00,29.9,G
134959,2024-08-14T18:00:00,29.9,G
134976,2024-08-14T19:00:00,29.9,G
134993,2024-08-14T20:00:00,29.9,G
135010,2024-08-14T21:00:00,29.9,G
135027,2024-08-14T22:00:00,29.9,G
135045,2024-08-14T23:00:00,29.9,G
135063,2024-08-15T00:00:00,29.9,G
135081,2024-08-15T01:00:00,27.9,G
135099,2024-08-15T02:00:00,27.9,G
135116,2024-08-15T03:00:00,28.0,G
135133,2024-08-15T04:00:00,28.1,G
135150,2024-08-15T05:00:00,28.1,G
135167,2024-08-15T06:00:00,28.1,G
135184,2024-08-15T07:00:00,28.1,G
135201,2024-08-15T08:00:00,28.2,G
135218,2024-08-15T09:00:00,29.3,G
135235,2024-08-15T10:00:00,29.8,G
135254,2024-08-15T11:00:00,29.9,G
135273,2024-08-15T12:00:00,29.9,G
135292,2024-08-15T13:00:00,29.9,G
135311,2024-08-15T14:00:00,29.9,G
135330,2024-08-15T15:00:00,29.9,G
135350,2024-08-15T16:00:00,29.9,G
135370,2024-08-15T17:00:00,29.9,G
135390,2024-08-15T18:00:00,29.9,G
135408,2024-08-15T19:00:00,29.9,G
135426,2024-08-15T20:00:00,29.9,G
135444,2024-08-15T21:00:00,29.9,G
135462,2024-08-15T22:00:00,29.9,G
135480,2024-08-15T23:00:00,29.9,G
135499,2024-08-16T00:00:00,29.8,G
135517,2024-08-16T01:00:00,26.3,G
135535,2024-08-16T02:00:00,26.3,G
135553,2024-08-16T03:00:00,26.3,G
135571,2024-08-16T04:00:00,26.3,G
135589,2024-08-16T05:00:00,26.3,G
135607,2024-08-16T06:00:00,26.3,G
135626,2024-08-16T07:00:00,26.3,G
135645,2024-08-16T08:00:00,26.7,G
135664,2024-08-16T09:00:00,27.5,G
135683,2024-08-16T10:00:00,29.1,G
135702,2024-08-16T11:00:00,29.8,G
135721,2024-08-16T12:00:00,29.9,G
135740,2024-08-16T13:00:00,29.9,G
135759,2024-08-16T14:00:00,29.9,G
135778,2024-08-16T15:00:00,29.9,G
135797,2024-08-16T16:00:00,29.9,G
135816,2024-08-16T17:00:00,29.9,G
135835,2024-08-16T18:00:00,29.9,G
135854,2024-08-16T19:00:00,29.9,G
135873,2024-08-16T20:00:00,29.9,G
135891,2024-08-16T21:00:00,29.9,G
135909,2024-08-16T22:00:00,29.9,G
135928,2024-08-16T23:00:00,29.9,G
135947,2024-08-17T00:00:00,29.9,G
135966,2024-08-17T01:00:00,27.3,G
135985,2024-08-17T02:00:00,27.3,G
136004,2024-08-17T03:00:00,27.3,G
136023,2024-08-17T04:00:00,27.3,G
136042,2024-08-17T05:00:00,27.3,G
136060,2024-08-17T06:00:00,27.3,G
136078,2024-08-17T07:00:00,27.3,G
136096,2024-08-17T08:00:00,27.3,G
136114,2024-08-17T09:00:00,27.3,G
136132,2024-08-17T10:00:00,27.3,G
136149,2024-08-17T11:00:00,27.3,G
136166,2024-08-17T12:00:00,27.3,G
136184,2024-08-17T13:00:00,27.3,G
136202,2024-08-17T14:00:00,27.3,G
136220,2024-08-17T15:00:00,27.9,G
136238,2024-08-17T16:00:00,28.4,G
136255,2024-08-17T17:00:00,28.5,G
136272,2024-08-17T18:00:00,28.6,G
136289,2024-08-17T19:00:00,28.6,G
136306,2024-08-17T20:00:00,28.6,M
136323,2024-08-17T21:00:00,28.6,G
136340,2024-08-17T22:00:00,28.6,G
136357,2024-08-17T23:00:00,28.6,G
136374,2024-08-18T00:00:00,28.6,G
136391,2024-08-18T01:00:00,27.3,G
136408,2024-08-18T02:00:00,27.3,G
136425,2024-08-18T03:00:00,27.3,G
136442,2024-08-18T04:00:00,27.3,G
136460,2024-08-18T05:00:00,27.3,G
136478,2024-08-18T06:00:00,27.3,G
136496,2024-08-18T07:00:00,27.3,G
136514,2024-08-18T08:00:00,27.3,G
136532,2024-08-18T09:00:00,27.3,G
136550,2024-08-18T10:00:00,27.3,G
136568,2024-08-18T11:00:00,27.3,G
136586,2024-08-18T12:00:00,27.3,G
136604,2024-08-18T13:00:00,27.3,G
136623,2024-08-18T14:00:00,27.5,G
136642,2024-08-18T15:00:00,28.0,G
136661,2024-08-18T16:00:00,28.6,G
136680,2024-08-18T17:00:00,29.2,G
136699,2024-08-18T18:00:00,29.2,G
136718,2024-08-18T19:00:00,29.2,G
136737,2024-08-18T20:00:00,29.2,G
136756,2024-08-18T21:00:00,29.2,G
136775,2024-08-18T22:00:00,29.2,G
136794,2024-08-18T23:00:00,29.2,G
136813,2024-08-19T00:00:00,29.2,G
136832,2024-08-19T01:00:00,27.2,G
136851,2024-08-19T02:00:00,27.2,G
136870,2024-08-19T03:00:00,27.2,G
136889,2024-08-19T04:00:00,27.4,G
136907,2024-08-19T05:00:00,27.7,G
136925,2024-08-19T06:00:00,27.7,G
136943,2024-08-19T07:00:00,27.7,G
136961,2024-08-19T08:00:00,27.7,G
136980,2024-08-19T09:00:00,27.7,G
136999,2024-08-19T10:00:00,27.7,G
137018,2024-08-19T11:00:00,28.3,G
137036,2024-08-19T12:00:00,28.7,G
137054,2024-08-19T13:00:00,28.8,G
137073,2024-08-19T14:00:00,28.8,G
137093,2024-08-19T15:00:00,28.8,G
137113,2024-08-19T16:00:00,28.8,G
137133,2024-08-19T17:00:00,28.8,G
137153,2024-08-19T18:00:00,28.8,G
137173,2024-08-19T19:00:00,28.8,G
137193,2024-08-19T20:00:00,28.8,G
137213,2024-08-19T21:00:00,28.8,G
137233,2024-08-19T22:00:00,28.8,G
137253,2024-08-19T23:00:00,28.8,G
137273,2024-08-20T00:00:00,28.8,G
137293,2024-08-20T01:00:00,27.1,G
137313,2024-08-20T02:00:00,27.3,G
137333,2024-08-20T03:00:00,27.3,G
137353,2024-08-20T04:00:00,27.3,G
137373,2024-08-20T05:00:00,27.3,G
137393,2024-08-20T06:00:00,27.3,G
137413,2024-08-20T07:00:00,27.3,G
137433,2024-08-20T08:00:00,27.3,G
137453,2024-08-20T09:00:00,27.3,G
