time,temp(c)
20.401673640167363,30.1830536328
20.497907949790797,30.1571343097
20.594142259414227,30.1333099883
20.690376569037657,30.1112750051
20.786610878661087,30.0907236968
20.88284518828452,30.0713503999
20.97907949790795,30.0528494509
21.07531380753138,30.034940403
21.171548117154813,30.017539945
21.267782426778243,30.0006575203
21.364016736401673,29.9843031127
21.460251046025103,29.968486706
21.556485355648537,29.9532182841
21.652719665271967,29.9385078307
21.748953974895397,29.9243653298
21.84518828451883,29.9108007651
21.94142259414226,29.8978241205
22.03765690376569,29.8854453798
22.13389121338912,29.8736745268
22.230125523012553,29.8625215454
22.326359832635983,29.8519964194
22.422594142259413,29.8421091326
22.518828451882847,29.8328696689
22.615062761506277,29.8242880121
22.711297071129707,29.816374146
22.80753138075314,29.8091380545
22.90376569037657,29.8025897214
23.0,29.7967391304
