,obstime,Relative Humidity in %,qcscore
136778,2024-08-18T22:00:00,97.7,G
136797,2024-08-18T23:00:00,98.5,G
136816,2024-08-19T00:00:00,98.2,G
136835,2024-08-19T01:00:00,98.0,G
136854,2024-08-19T02:00:00,98.0,G
136873,2024-08-19T03:00:00,98.0,G
136892,2024-08-19T04:00:00,97.7,G
136910,2024-08-19T05:00:00,96.8,G
136928,2024-08-19T06:00:00,98.5,G
136946,2024-08-19T07:00:00,99.0,G
136964,2024-08-19T08:00:00,98.8,G
136983,2024-08-19T09:00:00,97.4,G
137002,2024-08-19T10:00:00,95.2,G
137021,2024-08-19T11:00:00,91.7,G
137039,2024-08-19T12:00:00,89.7,G
137057,2024-08-19T13:00:00,94.1,G
137076,2024-08-19T14:00:00,97.1,G
137096,2024-08-19T15:00:00,98.9,G
137116,2024-08-19T16:00:00,99.0,G
137136,2024-08-19T17:00:00,98.7,G
137156,2024-08-19T18:00:00,97.4,G
137176,2024-08-19T19:00:00,97.1,G
137196,2024-08-19T20:00:00,97.0,G
137216,2024-08-19T21:00:00,97.0,G
137236,2024-08-19T22:00:00,97.0,G
137256,2024-08-19T23:00:00,96.2,G
137276,2024-08-20T00:00:00,96.9,G
137296,2024-08-20T01:00:00,97.0,G
137316,2024-08-20T02:00:00,96.1,G
137336,2024-08-20T03:00:00,95.5,G
137356,2024-08-20T04:00:00,95.0,G
137376,2024-08-20T05:00:00,95.3,G
137396,2024-08-20T06:00:00,95.7,G
137416,2024-08-20T07:00:00,95.0,G
137436,2024-08-20T08:00:00,96.7,G
137456,2024-08-20T09:00:00,97.5,G
137476,2024-08-20T10:00:00,97.7,G
137496,2024-08-20T11:00:00,98.2,G
137516,2024-08-20T12:00:00,97.8,G
137536,2024-08-20T13:00:00,97.6,G
137556,2024-08-20T14:00:00,98.8,G
137576,2024-08-20T15:00:00,99.4,G
137596,2024-08-20T16:00:00,99.3,G
137616,2024-08-20T17:00:00,99.0,G
137636,2024-08-20T18:00:00,99.0,G
137656,2024-08-20T19:00:00,98.5,G
137676,2024-08-20T20:00:00,97.7,G
137696,2024-08-20T21:00:00,97.5,G
137716,2024-08-20T22:00:00,97.2,G
137736,2024-08-20T23:00:00,98.0,G
137756,2024-08-21T00:00:00,98.6,G
137776,2024-08-21T01:00:00,97.9,G
137796,2024-08-21T02:00:00,97.0,G
137816,2024-08-21T03:00:00,96.5,G
137836,2024-08-21T04:00:00,96.5,G
137856,2024-08-21T05:00:00,97.4,G
137876,2024-08-21T06:00:00,98.3,G
137896,2024-08-21T07:00:00,98.3,G
137916,2024-08-21T08:00:00,97.3,G
137937,2024-08-21T09:00:00,96.4,G
137957,2024-08-21T10:00:00,96.3,G
137977,2024-08-21T11:00:00,97.3,G
137997,2024-08-21T12:00:00,97.1,G
138017,2024-08-21T13:00:00,97.5,G
138037,2024-08-21T14:00:00,96.0,G
138057,2024-08-21T15:00:00,95.3,G
138077,2024-08-21T16:00:00,93.9,G
138097,2024-08-21T17:00:00,92.8,G
138117,2024-08-21T18:00:00,93.7,G
138137,2024-08-21T19:00:00,94.9,G
138157,2024-08-21T20:00:00,95.1,G
138177,2024-08-21T21:00:00,95.1,G
138197,2024-08-21T22:00:00,95.0,G
138217,2024-08-21T23:00:00,94.0,G
138237,2024-08-22T00:00:00,95.4,G
138257,2024-08-22T01:00:00,95.4,G
138277,2024-08-22T02:00:00,95.0,G
138297,2024-08-22T03:00:00,95.1,G
138317,2024-08-22T04:00:00,95.6,G
138337,2024-08-22T05:00:00,95.2,G
138357,2024-08-22T06:00:00,95.8,G
138377,2024-08-22T07:00:00,96.4,G
138397,2024-08-22T08:00:00,96.8,G
138417,2024-08-22T09:00:00,94.1,G
138437,2024-08-22T10:00:00,90.9,G
138457,2024-08-22T11:00:00,88.3,G
138477,2024-08-22T12:00:00,88.0,G
138497,2024-08-22T13:00:00,85.5,G
138517,2024-08-22T14:00:00,82.4,G
138537,2024-08-22T15:00:00,83.4,G
138557,2024-08-22T16:00:00,85.4,G
138576,2024-08-22T17:00:00,90.9,G
138595,2024-08-22T18:00:00,91.0,G
138614,2024-08-22T19:00:00,91.1,G
138633,2024-08-22T20:00:00,91.7,G
138652,2024-08-22T21:00:00,93.3,G
138671,2024-08-22T22:00:00,94.2,G
138690,2024-08-22T23:00:00,94.0,G
138709,2024-08-23T00:00:00,94.5,G
138728,2024-08-23T01:00:00,95.0,G
138747,2024-08-23T02:00:00,95.8,G
138766,2024-08-23T03:00:00,96.0,G
138785,2024-08-23T04:00:00,96.1,G
138804,2024-08-23T05:00:00,96.4,G
138823,2024-08-23T06:00:00,95.7,G
138842,2024-08-23T07:00:00,95.0,G
138860,2024-08-23T08:00:00,93.7,G
138879,2024-08-23T09:00:00,91.4,G
138898,2024-08-23T10:00:00,86.8,G
138917,2024-08-23T11:00:00,84.2,G
138936,2024-08-23T12:00:00,79.7,G
138955,2024-08-23T13:00:00,79.9,G
138974,2024-08-23T14:00:00,82.5,G
138994,2024-08-23T15:00:00,84.6,G
139014,2024-08-23T16:00:00,86.5,G
139035,2024-08-23T17:00:00,87.2,G
139056,2024-08-23T18:00:00,88.7,G
139077,2024-08-23T19:00:00,90.9,G
139098,2024-08-23T20:00:00,91.8,G
139119,2024-08-23T21:00:00,92.5,G
139140,2024-08-23T22:00:00,93.0,G
139161,2024-08-23T23:00:00,93.0,G
139181,2024-08-24T00:00:00,93.8,G
139201,2024-08-24T01:00:00,93.5,G
139221,2024-08-24T02:00:00,94.0,G
139241,2024-08-24T03:00:00,94.9,G
139261,2024-08-24T04:00:00,95.4,G
139281,2024-08-24T05:00:00,95.4,G
139301,2024-08-24T06:00:00,96.0,G
139321,2024-08-24T07:00:00,95.0,G
139341,2024-08-24T08:00:00,91.9,G
139361,2024-08-24T09:00:00,88.9,G
139381,2024-08-24T10:00:00,81.8,G
139402,2024-08-24T11:00:00,79.8,G
139423,2024-08-24T12:00:00,77.1,G
139444,2024-08-24T13:00:00,76.5,G
139465,2024-08-24T14:00:00,72.9,G
139486,2024-08-24T15:00:00,75.4,G
139507,2024-08-24T16:00:00,77.6,G
139528,2024-08-24T17:00:00,81.2,G
139549,2024-08-24T18:00:00,85.0,G
139570,2024-08-24T19:00:00,85.8,G
139591,2024-08-24T20:00:00,88.4,G
139611,2024-08-24T21:00:00,88.7,G
139631,2024-08-24T22:00:00,88.9,G
139651,2024-08-24T23:00:00,89.0,G
139671,2024-08-25T00:00:00,90.1,G
139691,2024-08-25T01:00:00,92.0,G
139711,2024-08-25T02:00:00,93.0,G
139731,2024-08-25T03:00:00,93.0,G
139751,2024-08-25T04:00:00,93.0,G
139771,2024-08-25T05:00:00,93.0,G
139791,2024-08-25T06:00:00,93.1,G
139811,2024-08-25T07:00:00,93.1,G
139831,2024-08-25T08:00:00,90.7,G
139851,2024-08-25T09:00:00,85.6,G
139871,2024-08-25T10:00:00,81.2,G
139891,2024-08-25T11:00:00,76.1,G
139911,2024-08-25T12:00:00,71.6,G
139931,2024-08-25T13:00:00,72.8,G
139951,2024-08-25T14:00:00,76.1,G
139971,2024-08-25T15:00:00,79.8,G
139991,2024-08-25T16:00:00,76.8,G
140011,2024-08-25T17:00:00,81.7,G
140031,2024-08-25T18:00:00,84.1,G
140051,2024-08-25T19:00:00,84.9,G
140071,2024-08-25T20:00:00,85.6,G
140091,2024-08-25T21:00:00,87.5,G
140111,2024-08-25T22:00:00,88.5,G
140131,2024-08-25T23:00:00,88.5,G
140151,2024-08-26T00:00:00,90.2,G
140171,2024-08-26T01:00:00,91.0,G
140191,2024-08-26T02:00:00,91.3,G
140211,2024-08-26T03:00:00,91.4,G
140231,2024-08-26T04:00:00,92.4,G
140251,2024-08-26T05:00:00,93.0,G
140271,2024-08-26T06:00:00,94.1,G
140291,2024-08-26T07:00:00,94.2,G
140311,2024-08-26T08:00:00,91.5,G
140331,2024-08-26T09:00:00,84.8,G
140351,2024-08-26T10:00:00,76.1,G
140371,2024-08-26T11:00:00,74.3,G
140391,2024-08-26T12:00:00,70.7,G
140411,2024-08-26T13:00:00,69.9,G
140431,2024-08-26T14:00:00,70.0,G
140451,2024-08-26T15:00:00,72.5,G
140471,2024-08-26T16:00:00,75.4,G
140491,2024-08-26T17:00:00,77.9,G
140511,2024-08-26T18:00:00,81.6,M
144297,2024-09-02T23:00:00,86.9,G
144324,2024-09-03T00:00:00,88.4,G
144350,2024-09-03T01:00:00,89.2,G
144376,2024-09-03T02:00:00,89.8,G
144402,2024-09-03T03:00:00,90.2,G
144428,2024-09-03T04:00:00,91.1,G
144454,2024-09-03T05:00:00,92.0,G
144480,2024-09-03T06:00:00,92.7,G
144506,2024-09-03T07:00:00,92.0,G
144532,2024-09-03T08:00:00,90.9,G
144558,2024-09-03T09:00:00,86.8,G
144584,2024-09-03T10:00:00,81.6,G
144610,2024-09-03T11:00:00,76.1,G
144636,2024-09-03T12:00:00,70.6,G
144663,2024-09-03T13:00:00,74.7,G
144689,2024-09-03T14:00:00,79.0,G
144715,2024-09-03T15:00:00,77.9,G
144741,2024-09-03T16:00:00,77.6,G
144767,2024-09-03T17:00:00,78.0,G
144793,2024-09-03T18:00:00,79.2,G
144817,2024-09-03T19:00:00,81.5,G
144841,2024-09-03T20:00:00,84.3,G
144865,2024-09-03T21:00:00,87.4,G
144889,2024-09-03T22:00:00,88.5,G
144913,2024-09-03T23:00:00,90.7,G
144937,2024-09-04T00:00:00,95.3,G
144960,2024-09-04T01:00:00,92.2,G
144984,2024-09-04T02:00:00,90.5,G
145008,2024-09-04T03:00:00,91.4,G
145032,2024-09-04T04:00:00,90.5,G
145056,2024-09-04T05:00:00,85.9,G
145080,2024-09-04T06:00:00,83.0,G
145104,2024-09-04T07:00:00,84.0,G
145128,2024-09-04T08:00:00,83.2,G
145153,2024-09-04T09:00:00,82.3,G
145178,2024-09-04T10:00:00,77.2,G
145203,2024-09-04T11:00:00,73.7,G
145228,2024-09-04T12:00:00,71.1,G
145253,2024-09-04T13:00:00,68.3,G
145278,2024-09-04T14:00:00,66.8,G
145303,2024-09-04T15:00:00,67.7,G
145327,2024-09-04T16:00:00,69.0,G
145352,2024-09-04T17:00:00,70.9,G
145377,2024-09-04T18:00:00,76.3,G
145402,2024-09-04T19:00:00,79.5,G
145427,2024-09-04T20:00:00,84.0,G
145452,2024-09-04T21:00:00,88.1,G
145477,2024-09-04T22:00:00,87.0,G
145502,2024-09-04T23:00:00,87.9,G
145527,2024-09-05T00:00:00,88.6,G
145552,2024-09-05T01:00:00,89.8,G
145578,2024-09-05T02:00:00,89.1,G
145604,2024-09-05T03:00:00,85.8,G
145630,2024-09-05T04:00:00,83.9,G
145656,2024-09-05T05:00:00,84.3,G
145682,2024-09-05T06:00:00,84.1,G
145708,2024-09-05T07:00:00,84.0,G
145735,2024-09-05T08:00:00,81.8,G
145762,2024-09-05T09:00:00,78.9,G
145789,2024-09-05T10:00:00,79.4,G
145816,2024-09-05T11:00:00,78.4,G
145843,2024-09-05T12:00:00,75.9,G
145870,2024-09-05T13:00:00,76.8,G
145897,2024-09-05T14:00:00,73.9,G
145923,2024-09-05T15:00:00,80.2,G
145949,2024-09-05T16:00:00,78.4,G
145975,2024-09-05T17:00:00,77.0,G
146001,2024-09-05T18:00:00,76.2,G
146027,2024-09-05T19:00:00,80.8,G
146053,2024-09-05T20:00:00,85.8,G
146079,2024-09-05T21:00:00,83.1,G
146105,2024-09-05T22:00:00,80.2,G
146131,2024-09-05T23:00:00,89.3,G
146157,2024-09-06T00:00:00,92.6,G
146183,2024-09-06T01:00:00,91.3,G
146209,2024-09-06T02:00:00,89.5,G
146233,2024-09-06T03:00:00,93.1,G
146257,2024-09-06T04:00:00,93.4,G
146281,2024-09-06T05:00:00,92.4,G
146306,2024-09-06T06:00:00,91.7,G
146331,2024-09-06T07:00:00,92.0,G
146355,2024-09-06T08:00:00,92.5,G
146378,2024-09-06T09:00:00,92.2,G
146401,2024-09-06T10:00:00,90.0,G
146424,2024-09-06T11:00:00,91.1,G
146447,2024-09-06T12:00:00,94.0,G
146470,2024-09-06T13:00:00,94.2,G
146494,2024-09-06T14:00:00,92.6,G
146518,2024-09-06T15:00:00,91.0,G
146542,2024-09-06T16:00:00,93.0,G
146566,2024-09-06T17:00:00,94.8,G
146590,2024-09-06T18:00:00,91.8,G
146614,2024-09-06T19:00:00,92.7,G
146638,2024-09-06T20:00:00,91.1,G
146662,2024-09-06T21:00:00,93.1,G
146686,2024-09-06T22:00:00,90.1,G
146710,2024-09-06T23:00:00,90.2,G
146734,2024-09-07T00:00:00,92.6,G
146758,2024-09-07T01:00:00,94.9,G
146782,2024-09-07T02:00:00,94.1,G
146806,2024-09-07T03:00:00,94.1,G
146830,2024-09-07T04:00:00,92.3,G
146854,2024-09-07T05:00:00,92.7,G
146878,2024-09-07T06:00:00,92.2,G
146902,2024-09-07T07:00:00,91.7,G
146926,2024-09-07T08:00:00,91.9,G
146950,2024-09-07T09:00:00,91.5,G
146974,2024-09-07T10:00:00,90.3,G
146998,2024-09-07T11:00:00,90.2,G
147022,2024-09-07T12:00:00,91.8,G
147046,2024-09-07T13:00:00,90.5,G
147070,2024-09-07T14:00:00,88.9,G
147094,2024-09-07T15:00:00,87.5,G
147118,2024-09-07T16:00:00,85.3,G
147142,2024-09-07T17:00:00,86.3,G
147166,2024-09-07T18:00:00,87.0,G
147189,2024-09-07T19:00:00,87.5,G
147212,2024-09-07T20:00:00,90.7,G
147235,2024-09-07T21:00:00,93.0,G
147258,2024-09-07T22:00:00,95.0,G
147281,2024-09-07T23:00:00,95.5,G
147304,2024-09-08T00:00:00,95.2,G
147327,2024-09-08T01:00:00,96.0,G
147350,2024-09-08T02:00:00,97.0,G
147373,2024-09-08T03:00:00,98.0,G
147396,2024-09-08T04:00:00,98.0,G
147418,2024-09-08T05:00:00,98.0,G
147440,2024-09-08T06:00:00,98.6,G
147461,2024-09-08T07:00:00,98.2,G
147482,2024-09-08T08:00:00,98.0,G
147503,2024-09-08T09:00:00,97.8,G
147524,2024-09-08T10:00:00,97.0,G
147545,2024-09-08T11:00:00,96.0,G
147567,2024-09-08T12:00:00,94.5,G
147589,2024-09-08T13:00:00,93.0,G
147611,2024-09-08T14:00:00,92.0,G
147633,2024-09-08T15:00:00,92.6,G
147655,2024-09-08T16:00:00,90.4,G
147677,2024-09-08T17:00:00,90.1,G
147699,2024-09-08T18:00:00,90.9,G
147721,2024-09-08T19:00:00,93.1,G
147743,2024-09-08T20:00:00,94.0,G
147765,2024-09-08T21:00:00,93.7,G
147787,2024-09-08T22:00:00,93.0,G
147809,2024-09-08T23:00:00,93.0,G
147831,2024-09-09T00:00:00,93.3,G
147853,2024-09-09T01:00:00,93.0,G
147875,2024-09-09T02:00:00,93.9,G
147897,2024-09-09T03:00:00,94.7,G
147919,2024-09-09T04:00:00,93.4,G
147941,2024-09-09T05:00:00,92.6,G
147963,2024-09-09T06:00:00,92.7,G
147985,2024-09-09T07:00:00,93.0,G
148007,2024-09-09T08:00:00,91.6,G
148030,2024-09-09T09:00:00,90.2,G
148053,2024-09-09T10:00:00,88.3,G
148076,2024-09-09T11:00:00,86.2,G
148099,2024-09-09T12:00:00,82.1,G
148123,2024-09-09T13:00:00,83.5,G
148147,2024-09-09T14:00:00,86.0,G
148171,2024-09-09T15:00:00,93.0,G
148195,2024-09-09T16:00:00,87.0,G
148219,2024-09-09T17:00:00,87.1,G
148244,2024-09-09T18:00:00,86.1,G
148269,2024-09-09T19:00:00,88.6,G
148294,2024-09-09T20:00:00,89.5,G
148319,2024-09-09T21:00:00,90.8,G
148344,2024-09-09T22:00:00,90.3,G
148369,2024-09-09T23:00:00,90.1,G
148394,2024-09-10T00:00:00,90.4,G
148420,2024-09-10T01:00:00,90.5,G
148446,2024-09-10T02:00:00,90.1,G
148472,2024-09-10T03:00:00,90.9,G
148498,2024-09-10T04:00:00,92.7,G
148524,2024-09-10T05:00:00,93.0,G
148550,2024-09-10T06:00:00,93.5,G
148576,2024-09-10T07:00:00,92.8,G
148602,2024-09-10T08:00:00,90.5,G
148628,2024-09-10T09:00:00,83.5,G
148654,2024-09-10T10:00:00,79.3,G
148680,2024-09-10T11:00:00,77.3,G
148706,2024-09-10T12:00:00,75.3,G
148732,2024-09-10T13:00:00,73.4,G
148758,2024-09-10T14:00:00,70.1,G
148784,2024-09-10T15:00:00,67.2,G
148810,2024-09-10T16:00:00,68.2,G
148835,2024-09-10T17:00:00,71.9,G
148860,2024-09-10T18:00:00,73.7,G
148885,2024-09-10T19:00:00,76.2,G
148910,2024-09-10T20:00:00,80.3,G
148935,2024-09-10T21:00:00,85.6,G
148960,2024-09-10T22:00:00,88.6,G
148985,2024-09-10T23:00:00,89.1,G
149010,2024-09-11T00:00:00,90.3,G
149035,2024-09-11T01:00:00,91.0,G
149059,2024-09-11T02:00:00,91.3,G
149083,2024-09-11T03:00:00,91.9,G
149107,2024-09-11T04:00:00,92.2,G
149131,2024-09-11T05:00:00,93.0,G
149155,2024-09-11T06:00:00,92.7,G
149179,2024-09-11T07:00:00,92.6,G
149203,2024-09-11T08:00:00,90.7,G
149227,2024-09-11T09:00:00,84.8,G
149251,2024-09-11T10:00:00,81.8,G
149275,2024-09-11T11:00:00,76.3,G
149299,2024-09-11T12:00:00,75.6,G
149323,2024-09-11T13:00:00,79.0,G
149347,2024-09-11T14:00:00,75.3,G
149371,2024-09-11T15:00:00,75.5,G
149395,2024-09-11T16:00:00,74.8,G
149419,2024-09-11T17:00:00,77.7,G
149442,2024-09-11T18:00:00,79.2,G
149464,2024-09-11T19:00:00,85.4,G
149486,2024-09-11T20:00:00,89.5,G
149508,2024-09-11T21:00:00,90.4,G
149530,2024-09-11T22:00:00,91.9,G
149551,2024-09-11T23:00:00,92.2,G
149572,2024-09-12T00:00:00,93.0,G
149593,2024-09-12T01:00:00,93.5,G
149614,2024-09-12T02:00:00,93.1,G
149635,2024-09-12T03:00:00,93.0,G
149656,2024-09-12T04:00:00,90.4,G
149677,2024-09-12T05:00:00,87.6,G
149698,2024-09-12T06:00:00,88.9,G
149720,2024-09-12T07:00:00,90.9,G
149743,2024-09-12T08:00:00,89.7,G
149766,2024-09-12T09:00:00,84.8,G
149789,2024-09-12T10:00:00,85.2,G
149813,2024-09-12T11:00:00,81.1,G
149837,2024-09-12T12:00:00,79.6,G
149861,2024-09-12T13:00:00,79.7,G
149885,2024-09-12T14:00:00,79.7,G
149909,2024-09-12T15:00:00,77.0,G
149933,2024-09-12T16:00:00,77.6,G
149957,2024-09-12T17:00:00,77.6,G
149981,2024-09-12T18:00:00,78.5,G
150005,2024-09-12T19:00:00,83.0,G
150029,2024-09-12T20:00:00,84.8,G
150053,2024-09-12T21:00:00,87.0,G
150077,2024-09-12T22:00:00,86.4,G
150101,2024-09-12T23:00:00,85.8,G
150125,2024-09-13T00:00:00,86.2,G
150149,2024-09-13T01:00:00,83.8,G
150173,2024-09-13T02:00:00,82.9,G
150197,2024-09-13T03:00:00,83.7,G
150221,2024-09-13T04:00:00,85.8,G
150244,2024-09-13T05:00:00,86.2,G
150267,2024-09-13T06:00:00,88.1,G
150290,2024-09-13T07:00:00,90.6,G
150313,2024-09-13T08:00:00,89.8,G
150336,2024-09-13T09:00:00,81.4,G
150359,2024-09-13T10:00:00,77.0,G
150382,2024-09-13T11:00:00,73.8,G
150405,2024-09-13T12:00:00,71.1,G
150428,2024-09-13T13:00:00,69.1,G
150451,2024-09-13T14:00:00,70.2,G
150474,2024-09-13T15:00:00,72.5,G
150499,2024-09-13T16:00:00,71.3,G
150524,2024-09-13T17:00:00,72.6,G
150548,2024-09-13T18:00:00,75.6,G
150571,2024-09-13T19:00:00,79.4,G
150594,2024-09-13T20:00:00,85.2,G
150618,2024-09-13T21:00:00,92.2,G
150642,2024-09-13T22:00:00,91.6,G
150666,2024-09-13T23:00:00,92.1,G
150690,2024-09-14T00:00:00,90.4,G
150714,2024-09-14T01:00:00,91.5,G
150738,2024-09-14T02:00:00,91.2,G
150762,2024-09-14T03:00:00,89.8,G
150786,2024-09-14T04:00:00,90.6,G
150810,2024-09-14T05:00:00,89.0,G
150834,2024-09-14T06:00:00,87.9,G
150858,2024-09-14T07:00:00,88.6,G
150882,2024-09-14T08:00:00,91.7,G
150906,2024-09-14T09:00:00,83.9,G
150930,2024-09-14T10:00:00,74.4,G
150954,2024-09-14T11:00:00,72.1,G
150978,2024-09-14T12:00:00,71.5,G
151001,2024-09-14T13:00:00,76.2,G
151024,2024-09-14T14:00:00,81.7,G
151047,2024-09-14T15:00:00,84.0,G
151070,2024-09-14T16:00:00,84.4,G
151093,2024-09-14T17:00:00,83.6,G
151116,2024-09-14T18:00:00,83.7,G
151139,2024-09-14T19:00:00,84.3,G
151162,2024-09-14T20:00:00,87.0,G
151185,2024-09-14T21:00:00,87.2,G
151208,2024-09-14T22:00:00,88.0,G
151231,2024-09-14T23:00:00,86.6,G
151254,2024-09-15T00:00:00,87.8,G
151277,2024-09-15T01:00:00,89.3,G
151300,2024-09-15T02:00:00,90.5,G
151323,2024-09-15T03:00:00,90.8,G
151346,2024-09-15T04:00:00,88.3,G
151367,2024-09-15T05:00:00,86.5,G
151388,2024-09-15T06:00:00,88.2,G
151409,2024-09-15T07:00:00,89.2,G
151430,2024-09-15T08:00:00,88.0,G
151451,2024-09-15T09:00:00,82.7,G
151472,2024-09-15T10:00:00,77.9,G
151493,2024-09-15T11:00:00,77.5,G
151514,2024-09-15T12:00:00,72.7,G
151535,2024-09-15T13:00:00,74.5,G
151557,2024-09-15T14:00:00,78.0,G
151580,2024-09-15T15:00:00,76.2,G
151603,2024-09-15T16:00:00,76.3,G
151626,2024-09-15T17:00:00,80.2,G
151649,2024-09-15T18:00:00,80.8,G
151672,2024-09-15T19:00:00,82.0,G
151695,2024-09-15T20:00:00,83.3,G
151718,2024-09-15T21:00:00,85.8,G
151741,2024-09-15T22:00:00,87.0,G
151764,2024-09-15T23:00:00,87.4,G
151787,2024-09-16T00:00:00,87.2,G
151810,2024-09-16T01:00:00,87.6,G
151833,2024-09-16T02:00:00,89.3,G
151856,2024-09-16T03:00:00,90.5,G
151879,2024-09-16T04:00:00,93.5,G
151902,2024-09-16T05:00:00,90.4,G
151925,2024-09-16T06:00:00,87.7,G
151948,2024-09-16T07:00:00,87.9,G
151972,2024-09-16T08:00:00,87.2,G
151996,2024-09-16T09:00:00,85.6,G
152020,2024-09-16T10:00:00,84.2,G
152044,2024-09-16T11:00:00,83.9,G
152069,2024-09-16T12:00:00,85.5,G
152094,2024-09-16T13:00:00,83.8,G
152119,2024-09-16T14:00:00,89.2,G
152144,2024-09-16T15:00:00,85.1,G
152169,2024-09-16T16:00:00,83.8,G
152194,2024-09-16T17:00:00,76.8,G
152219,2024-09-16T18:00:00,76.4,G
152244,2024-09-16T19:00:00,77.9,G
152269,2024-09-16T20:00:00,76.5,G
152294,2024-09-16T21:00:00,76.2,G
152319,2024-09-16T22:00:00,78.8,G
152344,2024-09-16T23:00:00,82.0,G
152369,2024-09-17T00:00:00,84.0,G
152394,2024-09-17T01:00:00,84.4,G
152419,2024-09-17T02:00:00,85.5,G
152444,2024-09-17T03:00:00,87.2,G
152469,2024-09-17T04:00:00,88.6,G
152494,2024-09-17T05:00:00,89.1,G
152519,2024-09-17T06:00:00,87.8,G
152544,2024-09-17T07:00:00,89.0,G
152569,2024-09-17T08:00:00,89.0,G
152594,2024-09-17T09:00:00,82.3,G
152619,2024-09-17T10:00:00,78.4,G
152644,2024-09-17T11:00:00,76.5,G
152669,2024-09-17T12:00:00,72.3,G
152694,2024-09-17T13:00:00,72.8,G
152719,2024-09-17T14:00:00,70.5,G
152744,2024-09-17T15:00:00,66.6,G
152769,2024-09-17T16:00:00,68.3,G
152794,2024-09-17T17:00:00,78.2,G
152819,2024-09-17T18:00:00,78.3,G
152844,2024-09-17T19:00:00,68.3,G
152869,2024-09-17T20:00:00,70.6,G
152894,2024-09-17T21:00:00,81.9,G
152919,2024-09-17T22:00:00,82.4,G
152944,2024-09-17T23:00:00,86.5,G
152969,2024-09-18T00:00:00,93.6,G
152994,2024-09-18T01:00:00,93.1,G
153019,2024-09-18T02:00:00,93.5,G
153044,2024-09-18T03:00:00,92.2,G
153069,2024-09-18T04:00:00,92.2,G
153094,2024-09-18T05:00:00,87.6,G
153119,2024-09-18T06:00:00,85.8,G
153144,2024-09-18T07:00:00,87.4,G
153169,2024-09-18T08:00:00,87.7,G
153194,2024-09-18T09:00:00,80.5,G
153219,2024-09-18T10:00:00,74.6,G
153244,2024-09-18T11:00:00,70.8,G
153269,2024-09-18T12:00:00,68.5,G
153294,2024-09-18T13:00:00,66.5,G
153319,2024-09-18T14:00:00,67.2,G
153344,2024-09-18T15:00:00,70.7,G
153369,2024-09-18T16:00:00,75.4,G
153394,2024-09-18T17:00:00,76.2,G
153418,2024-09-18T18:00:00,77.6,G
153442,2024-09-18T19:00:00,78.8,G
153466,2024-09-18T20:00:00,82.3,G
153490,2024-09-18T21:00:00,84.0,G
153514,2024-09-18T22:00:00,83.7,G
153538,2024-09-18T23:00:00,83.0,G
153562,2024-09-19T00:00:00,83.4,G
153586,2024-09-19T01:00:00,84.9,G
153611,2024-09-19T02:00:00,84.2,G
153636,2024-09-19T03:00:00,83.3,G
153661,2024-09-19T04:00:00,81.3,G
153686,2024-09-19T05:00:00,77.5,G
153711,2024-09-19T06:00:00,78.7,G
153736,2024-09-19T07:00:00,81.6,G
153761,2024-09-19T08:00:00,82.5,G
153786,2024-09-19T09:00:00,81.4,G
153811,2024-09-19T10:00:00,78.8,G
153836,2024-09-19T11:00:00,76.4,G
153861,2024-09-19T12:00:00,74.2,G
153886,2024-09-19T13:00:00,73.1,G
153911,2024-09-19T14:00:00,73.7,G
153936,2024-09-19T15:00:00,72.8,G
153961,2024-09-19T16:00:00,73.3,G
153985,2024-09-19T17:00:00,78.3,G
154009,2024-09-19T18:00:00,82.7,G
154033,2024-09-19T19:00:00,84.5,G
154057,2024-09-19T20:00:00,85.5,G
154081,2024-09-19T21:00:00,85.3,G
154105,2024-09-19T22:00:00,85.8,G
154129,2024-09-19T23:00:00,85.2,G
154153,2024-09-20T00:00:00,86.6,G
154177,2024-09-20T01:00:00,88.9,G
154201,2024-09-20T02:00:00,90.0,G
154225,2024-09-20T03:00:00,91.0,G
154249,2024-09-20T04:00:00,91.0,G
154273,2024-09-20T05:00:00,91.4,G
154297,2024-09-20T06:00:00,92.4,G
154321,2024-09-20T07:00:00,92.0,G
154345,2024-09-20T08:00:00,90.4,G
154369,2024-09-20T09:00:00,84.1,G
154393,2024-09-20T10:00:00,78.5,G
154417,2024-09-20T11:00:00,74.4,G
154441,2024-09-20T12:00:00,75.7,G
154465,2024-09-20T13:00:00,78.0,G
154490,2024-09-20T14:00:00,76.8,G
154515,2024-09-20T15:00:00,72.9,G
154540,2024-09-20T16:00:00,77.5,G
154565,2024-09-20T17:00:00,80.4,G
154590,2024-09-20T18:00:00,81.8,G
154615,2024-09-20T19:00:00,84.0,G
154640,2024-09-20T20:00:00,89.5,G
154665,2024-09-20T21:00:00,95.3,G
154690,2024-09-20T22:00:00,95.7,G
154715,2024-09-20T23:00:00,95.7,G
154740,2024-09-21T00:00:00,96.1,G
154765,2024-09-21T01:00:00,96.5,G
154790,2024-09-21T02:00:00,95.0,G
154815,2024-09-21T03:00:00,95.6,G
154840,2024-09-21T04:00:00,95.7,G
154865,2024-09-21T05:00:00,94.5,G
154890,2024-09-21T06:00:00,95.0,G
154915,2024-09-21T07:00:00,95.3,G
154940,2024-09-21T08:00:00,94.5,G
154965,2024-09-21T09:00:00,91.5,G
154990,2024-09-21T10:00:00,89.3,G
155015,2024-09-21T11:00:00,90.9,G
155040,2024-09-21T12:00:00,95.7,G
