,obstime,Relative Humidity in %,qcscore
22396,2024-02-05T21:00:00,88.7,G
22425,2024-02-05T22:00:00,88.2,G
22454,2024-02-05T23:00:00,89.0,G
22483,2024-02-06T00:00:00,89.8,G
22512,2024-02-06T01:00:00,90.5,G
22541,2024-02-06T02:00:00,91.2,G
22570,2024-02-06T03:00:00,92.9,G
22599,2024-02-06T04:00:00,93.2,G
22628,2024-02-06T05:00:00,93.8,G
22657,2024-02-06T06:00:00,94.0,G
22686,2024-02-06T07:00:00,94.0,G
22715,2024-02-06T08:00:00,92.0,G
22745,2024-02-06T09:00:00,88.4,G
22775,2024-02-06T10:00:00,87.2,G
22805,2024-02-06T11:00:00,86.2,G
22835,2024-02-06T12:00:00,86.2,G
22865,2024-02-06T13:00:00,86.0,G
22895,2024-02-06T14:00:00,86.6,G
22925,2024-02-06T15:00:00,87.5,G
22955,2024-02-06T16:00:00,89.0,G
22985,2024-02-06T17:00:00,90.0,G
23015,2024-02-06T18:00:00,91.6,G
23045,2024-02-06T19:00:00,94.0,G
23075,2024-02-06T20:00:00,95.7,G
23105,2024-02-06T21:00:00,96.0,G
23135,2024-02-06T22:00:00,96.0,G
23165,2024-02-06T23:00:00,96.0,G
23195,2024-02-07T00:00:00,96.0,G
23225,2024-02-07T01:00:00,95.6,G
23255,2024-02-07T02:00:00,95.0,G
23285,2024-02-07T03:00:00,95.1,G
23315,2024-02-07T04:00:00,95.9,G
23345,2024-02-07T05:00:00,95.0,G
23375,2024-02-07T06:00:00,94.0,G
23405,2024-02-07T07:00:00,94.0,G
23435,2024-02-07T08:00:00,95.1,G
23465,2024-02-07T09:00:00,95.9,G
23495,2024-02-07T10:00:00,95.3,G
23525,2024-02-07T11:00:00,95.1,G
23555,2024-02-07T12:00:00,94.5,G
23585,2024-02-07T13:00:00,95.1,G
23615,2024-02-07T14:00:00,96.9,G
23645,2024-02-07T15:00:00,97.0,G
23675,2024-02-07T16:00:00,96.8,G
23705,2024-02-07T17:00:00,96.0,G
23735,2024-02-07T18:00:00,94.9,G
23765,2024-02-07T19:00:00,93.6,G
23795,2024-02-07T20:00:00,92.0,G
23825,2024-02-07T21:00:00,92.4,G
23855,2024-02-07T22:00:00,91.9,G
23885,2024-02-07T23:00:00,91.0,G
23915,2024-02-08T00:00:00,90.2,G
23945,2024-02-08T01:00:00,89.0,G
23975,2024-02-08T02:00:00,89.2,G
24005,2024-02-08T03:00:00,90.7,G
24035,2024-02-08T04:00:00,91.9,G
24065,2024-02-08T05:00:00,92.5,G
24095,2024-02-08T06:00:00,93.0,G
24126,2024-02-08T07:00:00,93.4,G
24156,2024-02-08T08:00:00,94.0,G
24186,2024-02-08T09:00:00,93.3,G
24216,2024-02-08T10:00:00,93.2,G
24246,2024-02-08T11:00:00,92.2,G
24275,2024-02-08T12:00:00,91.7,G
24305,2024-02-08T13:00:00,91.4,G
24335,2024-02-08T14:00:00,90.8,G
24365,2024-02-08T15:00:00,90.9,G
24395,2024-02-08T16:00:00,91.3,G
24425,2024-02-08T17:00:00,91.2,G
24455,2024-02-08T18:00:00,90.1,G
24485,2024-02-08T19:00:00,89.2,G
24515,2024-02-08T20:00:00,89.8,G
24545,2024-02-08T21:00:00,90.0,G
24575,2024-02-08T22:00:00,89.3,G
24605,2024-02-08T23:00:00,87.6,G
24635,2024-02-09T00:00:00,88.4,G
24665,2024-02-09T01:00:00,87.5,G
24695,2024-02-09T02:00:00,88.1,G
24725,2024-02-09T03:00:00,89.0,G
24755,2024-02-09T04:00:00,90.5,G
24785,2024-02-09T05:00:00,91.1,G
24815,2024-02-09T06:00:00,90.1,G
24844,2024-02-09T07:00:00,89.3,G
24873,2024-02-09T08:00:00,88.2,G
24902,2024-02-09T09:00:00,86.2,G
24931,2024-02-09T10:00:00,84.3,G
24960,2024-02-09T11:00:00,84.7,G
24989,2024-02-09T12:00:00,84.6,G
25018,2024-02-09T13:00:00,82.9,G
25047,2024-02-09T14:00:00,82.7,G
25076,2024-02-09T15:00:00,80.5,G
25105,2024-02-09T16:00:00,79.9,G
25133,2024-02-09T17:00:00,80.7,G
25161,2024-02-09T18:00:00,82.0,G
25189,2024-02-09T19:00:00,81.2,G
25217,2024-02-09T20:00:00,79.5,G
25245,2024-02-09T21:00:00,80.0,G
25273,2024-02-09T22:00:00,78.8,G
25301,2024-02-09T23:00:00,76.9,G
25329,2024-02-10T00:00:00,76.6,G
25357,2024-02-10T01:00:00,79.8,G
25385,2024-02-10T02:00:00,84.0,G
25413,2024-02-10T03:00:00,80.5,G
25441,2024-02-10T04:00:00,79.2,G
25469,2024-02-10T05:00:00,79.5,G
25497,2024-02-10T06:00:00,78.2,G
25525,2024-02-10T07:00:00,78.3,G
25553,2024-02-10T08:00:00,76.7,G
25581,2024-02-10T09:00:00,74.5,G
25609,2024-02-10T10:00:00,74.0,G
25637,2024-02-10T11:00:00,72.8,G
25665,2024-02-10T12:00:00,71.3,G
25693,2024-02-10T13:00:00,69.3,G
25721,2024-02-10T14:00:00,68.3,G
25749,2024-02-10T15:00:00,66.7,G
25777,2024-02-10T16:00:00,67.3,G
25805,2024-02-10T17:00:00,69.1,G
25833,2024-02-10T18:00:00,72.8,G
25861,2024-02-10T19:00:00,80.0,G
25889,2024-02-10T20:00:00,83.4,G
25917,2024-02-10T21:00:00,85.2,G
25945,2024-02-10T22:00:00,86.4,G
25973,2024-02-10T23:00:00,85.3,G
26001,2024-02-11T00:00:00,83.7,G
26029,2024-02-11T01:00:00,76.8,G
26057,2024-02-11T02:00:00,62.4,G
26085,2024-02-11T03:00:00,66.6,G
26113,2024-02-11T04:00:00,72.3,G
26141,2024-02-11T05:00:00,70.5,G
26169,2024-02-11T06:00:00,57.8,G
26197,2024-02-11T07:00:00,55.2,G
26225,2024-02-11T08:00:00,61.1,G
26253,2024-02-11T09:00:00,58.7,G
26281,2024-02-11T10:00:00,51.8,G
26309,2024-02-11T11:00:00,46.1,G
26337,2024-02-11T12:00:00,39.2,G
26365,2024-02-11T13:00:00,34.0,G
26393,2024-02-11T14:00:00,32.0,G
26421,2024-02-11T15:00:00,26.8,G
26449,2024-02-11T16:00:00,29.3,G
26477,2024-02-11T17:00:00,37.8,G
26505,2024-02-11T18:00:00,43.6,G
26533,2024-02-11T19:00:00,52.6,G
26561,2024-02-11T20:00:00,62.0,G
26589,2024-02-11T21:00:00,59.0,G
26617,2024-02-11T22:00:00,59.2,G
26645,2024-02-11T23:00:00,59.4,G
26673,2024-02-12T00:00:00,57.4,G
26701,2024-02-12T01:00:00,56.1,G
26729,2024-02-12T02:00:00,55.9,G
26757,2024-02-12T03:00:00,55.0,G
26785,2024-02-12T04:00:00,54.6,G
26813,2024-02-12T05:00:00,53.9,G
26841,2024-02-12T06:00:00,56.5,G
26869,2024-02-12T07:00:00,52.7,G
26897,2024-02-12T08:00:00,47.7,G
26925,2024-02-12T09:00:00,45.4,G
26953,2024-02-12T10:00:00,44.7,G
26981,2024-02-12T11:00:00,45.6,G
27009,2024-02-12T12:00:00,44.4,G
27037,2024-02-12T13:00:00,43.0,G
27065,2024-02-12T14:00:00,40.3,G
27092,2024-02-12T15:00:00,42.6,G
27119,2024-02-12T16:00:00,40.1,G
27146,2024-02-12T17:00:00,39.1,G
27173,2024-02-12T18:00:00,39.0,G
27200,2024-02-12T19:00:00,47.7,G
27227,2024-02-12T20:00:00,60.7,G
27254,2024-02-12T21:00:00,67.8,G
27281,2024-02-12T22:00:00,72.2,G
27308,2024-02-12T23:00:00,74.3,G
27335,2024-02-13T00:00:00,76.8,G
28846,2024-02-15T10:00:00,82.5,G
28873,2024-02-15T11:00:00,68.7,G
28900,2024-02-15T12:00:00,68.0,G
28927,2024-02-15T13:00:00,65.3,G
28954,2024-02-15T14:00:00,65.1,G
28981,2024-02-15T15:00:00,65.9,G
29009,2024-02-15T16:00:00,65.7,G
29037,2024-02-15T17:00:00,66.5,G
29065,2024-02-15T18:00:00,65.5,G
29092,2024-02-15T19:00:00,69.9,G
29119,2024-02-15T20:00:00,76.5,G
29146,2024-02-15T21:00:00,79.7,G
29173,2024-02-15T22:00:00,80.0,G
29200,2024-02-15T23:00:00,80.8,G
29227,2024-02-16T00:00:00,81.8,G
29254,2024-02-16T01:00:00,83.5,G
29281,2024-02-16T02:00:00,84.1,G
29308,2024-02-16T03:00:00,85.6,G
29335,2024-02-16T04:00:00,86.1,G
29362,2024-02-16T05:00:00,86.8,G
29389,2024-02-16T06:00:00,87.3,G
29415,2024-02-16T07:00:00,80.1,G
29442,2024-02-16T08:00:00,77.9,G
29469,2024-02-16T09:00:00,77.8,G
29496,2024-02-16T10:00:00,74.8,G
29523,2024-02-16T11:00:00,75.2,G
29550,2024-02-16T12:00:00,78.5,G
29577,2024-02-16T13:00:00,81.0,G
29604,2024-02-16T14:00:00,80.5,G
29631,2024-02-16T15:00:00,82.3,G
29658,2024-02-16T16:00:00,84.8,G
29685,2024-02-16T17:00:00,85.7,G
29712,2024-02-16T18:00:00,86.8,G
29738,2024-02-16T19:00:00,87.3,G
29764,2024-02-16T20:00:00,88.3,G
29790,2024-02-16T21:00:00,88.0,G
29816,2024-02-16T22:00:00,89.2,G
29842,2024-02-16T23:00:00,90.7,G
29868,2024-02-17T00:00:00,91.0,G
29894,2024-02-17T01:00:00,91.0,G
29920,2024-02-17T02:00:00,91.9,G
29946,2024-02-17T03:00:00,92.3,G
29972,2024-02-17T04:00:00,92.0,G
29998,2024-02-17T05:00:00,91.6,G
30024,2024-02-17T06:00:00,90.5,G
30050,2024-02-17T07:00:00,90.0,G
30076,2024-02-17T08:00:00,89.3,G
30102,2024-02-17T09:00:00,87.2,G
30128,2024-02-17T10:00:00,86.0,G
30154,2024-02-17T11:00:00,85.2,G
30179,2024-02-17T12:00:00,85.2,G
30204,2024-02-17T13:00:00,84.4,G
30229,2024-02-17T14:00:00,83.3,G
30254,2024-02-17T15:00:00,83.3,G
30279,2024-02-17T16:00:00,84.0,G
30304,2024-02-17T17:00:00,84.1,G
30329,2024-02-17T18:00:00,85.0,G
30354,2024-02-17T19:00:00,87.9,G
30379,2024-02-17T20:00:00,89.1,G
30404,2024-02-17T21:00:00,89.0,G
30429,2024-02-17T22:00:00,89.5,G
30454,2024-02-17T23:00:00,90.7,G
30479,2024-02-18T00:00:00,91.3,G
30504,2024-02-18T01:00:00,92.0,G
30529,2024-02-18T02:00:00,92.9,G
30554,2024-02-18T03:00:00,93.0,G
30579,2024-02-18T04:00:00,92.6,G
30604,2024-02-18T05:00:00,92.4,G
30629,2024-02-18T06:00:00,93.0,G
30654,2024-02-18T07:00:00,92.8,G
30679,2024-02-18T08:00:00,91.8,G
30704,2024-02-18T09:00:00,91.4,G
30729,2024-02-18T10:00:00,88.3,G
30754,2024-02-18T11:00:00,84.7,G
30779,2024-02-18T12:00:00,82.3,G
30804,2024-02-18T13:00:00,79.8,G
30829,2024-02-18T14:00:00,78.6,G
30854,2024-02-18T15:00:00,77.9,G
30879,2024-02-18T16:00:00,83.3,G
30904,2024-02-18T17:00:00,84.2,G
30929,2024-02-18T18:00:00,86.8,G
30954,2024-02-18T19:00:00,89.2,G
30979,2024-02-18T20:00:00,90.5,G
31004,2024-02-18T21:00:00,91.3,G
31029,2024-02-18T22:00:00,91.4,G
31054,2024-02-18T23:00:00,92.7,G
31079,2024-02-19T00:00:00,93.0,G
31104,2024-02-19T01:00:00,93.6,G
31129,2024-02-19T02:00:00,93.3,G
31154,2024-02-19T03:00:00,93.5,G
31179,2024-02-19T04:00:00,94.0,G
31204,2024-02-19T05:00:00,94.9,G
31229,2024-02-19T06:00:00,94.1,G
31254,2024-02-19T07:00:00,94.3,G
31279,2024-02-19T08:00:00,94.0,G
31304,2024-02-19T09:00:00,92.8,G
31329,2024-02-19T10:00:00,90.9,G
31354,2024-02-19T11:00:00,89.9,G
31379,2024-02-19T12:00:00,87.9,G
31404,2024-02-19T13:00:00,87.4,G
31429,2024-02-19T14:00:00,84.6,G
31454,2024-02-19T15:00:00,83.3,G
31479,2024-02-19T16:00:00,83.6,G
31505,2024-02-19T17:00:00,86.7,G
31531,2024-02-19T18:00:00,88.7,G
31557,2024-02-19T19:00:00,90.8,G
31583,2024-02-19T20:00:00,91.3,G
31609,2024-02-19T21:00:00,92.0,G
31635,2024-02-19T22:00:00,92.0,G
31661,2024-02-19T23:00:00,92.0,G
31687,2024-02-20T00:00:00,92.0,G
31713,2024-02-20T01:00:00,92.0,G
31739,2024-02-20T02:00:00,92.0,G
31765,2024-02-20T03:00:00,92.0,G
31791,2024-02-20T04:00:00,92.0,G
31817,2024-02-20T05:00:00,92.1,G
31843,2024-02-20T06:00:00,92.6,G
31869,2024-02-20T07:00:00,93.0,G
31895,2024-02-20T08:00:00,93.5,G
31921,2024-02-20T09:00:00,92.1,G
31948,2024-02-20T10:00:00,89.5,G
31975,2024-02-20T11:00:00,84.9,G
32002,2024-02-20T12:00:00,83.4,G
32029,2024-02-20T13:00:00,84.8,G
32056,2024-02-20T14:00:00,85.1,G
32083,2024-02-20T15:00:00,85.7,G
32110,2024-02-20T16:00:00,88.1,G
32137,2024-02-20T17:00:00,90.7,G
32164,2024-02-20T18:00:00,91.8,G
32191,2024-02-20T19:00:00,91.7,G
32218,2024-02-20T20:00:00,90.9,G
32245,2024-02-20T21:00:00,91.0,G
32272,2024-02-20T22:00:00,91.4,G
32299,2024-02-20T23:00:00,92.0,G
32326,2024-02-21T00:00:00,92.0,G
32353,2024-02-21T01:00:00,92.0,G
32380,2024-02-21T02:00:00,92.3,G
32407,2024-02-21T03:00:00,92.9,G
32434,2024-02-21T04:00:00,92.3,G
32461,2024-02-21T05:00:00,92.0,G
32488,2024-02-21T06:00:00,92.3,G
32515,2024-02-21T07:00:00,93.7,G
32542,2024-02-21T08:00:00,94.0,G
32569,2024-02-21T09:00:00,92.6,G
32596,2024-02-21T10:00:00,85.4,G
32623,2024-02-21T11:00:00,80.6,G
32650,2024-02-21T12:00:00,79.5,G
32676,2024-02-21T13:00:00,82.0,G
32702,2024-02-21T14:00:00,82.9,G
32728,2024-02-21T15:00:00,81.5,G
32754,2024-02-21T16:00:00,80.5,G
32780,2024-02-21T17:00:00,80.8,G
32805,2024-02-21T18:00:00,82.0,G
32830,2024-02-21T19:00:00,84.6,G
32855,2024-02-21T20:00:00,85.3,G
32880,2024-02-21T21:00:00,85.3,G
32905,2024-02-21T22:00:00,86.8,G
32930,2024-02-21T23:00:00,87.6,G
32955,2024-02-22T00:00:00,87.8,G
32981,2024-02-22T01:00:00,88.3,G
33007,2024-02-22T02:00:00,89.9,G
33033,2024-02-22T03:00:00,90.0,G
33059,2024-02-22T04:00:00,91.7,G
33085,2024-02-22T05:00:00,92.1,G
33111,2024-02-22T06:00:00,92.0,G
33137,2024-02-22T07:00:00,92.0,G
33163,2024-02-22T08:00:00,92.6,G
33190,2024-02-22T09:00:00,91.7,G
33217,2024-02-22T10:00:00,90.5,G
33244,2024-02-22T11:00:00,87.9,G
33271,2024-02-22T12:00:00,85.2,G
33298,2024-02-22T13:00:00,81.4,G
33324,2024-02-22T14:00:00,80.0,G
33350,2024-02-22T15:00:00,79.7,G
33376,2024-02-22T16:00:00,80.9,G
33402,2024-02-22T17:00:00,82.3,G
33429,2024-02-22T18:00:00,83.8,G
33456,2024-02-22T19:00:00,87.1,G
33483,2024-02-22T20:00:00,88.9,G
33510,2024-02-22T21:00:00,89.2,G
33537,2024-02-22T22:00:00,89.0,G
33564,2024-02-22T23:00:00,90.1,G
33591,2024-02-23T00:00:00,90.8,G
33618,2024-02-23T01:00:00,89.1,G
33645,2024-02-23T02:00:00,90.4,G
33672,2024-02-23T03:00:00,91.0,G
33699,2024-02-23T04:00:00,91.5,G
33726,2024-02-23T05:00:00,92.0,G
33753,2024-02-23T06:00:00,92.3,G
33780,2024-02-23T07:00:00,94.0,G
33807,2024-02-23T08:00:00,93.2,G
33834,2024-02-23T09:00:00,93.5,G
33861,2024-02-23T10:00:00,93.7,G
33888,2024-02-23T11:00:00,91.3,G
33914,2024-02-23T12:00:00,91.0,G
33940,2024-02-23T13:00:00,91.0,G
33966,2024-02-23T14:00:00,90.0,G
33992,2024-02-23T15:00:00,88.9,G
34018,2024-02-23T16:00:00,90.8,G
34044,2024-02-23T17:00:00,91.7,G
34070,2024-02-23T18:00:00,92.0,G
34096,2024-02-23T19:00:00,89.2,G
34122,2024-02-23T20:00:00,90.5,G
34148,2024-02-23T21:00:00,90.0,G
34174,2024-02-23T22:00:00,86.6,G
34200,2024-02-23T23:00:00,85.3,G
34226,2024-02-24T00:00:00,83.3,G
34252,2024-02-24T01:00:00,82.0,G
34278,2024-02-24T02:00:00,82.7,G
34304,2024-02-24T03:00:00,85.0,G
34330,2024-02-24T04:00:00,84.8,G
34356,2024-02-24T05:00:00,84.5,G
34382,2024-02-24T06:00:00,86.0,G
34408,2024-02-24T07:00:00,85.6,G
34434,2024-02-24T08:00:00,85.2,G
34460,2024-02-24T09:00:00,86.5,G
34486,2024-02-24T10:00:00,89.8,G
34512,2024-02-24T11:00:00,88.8,G
34538,2024-02-24T12:00:00,86.3,G
34563,2024-02-24T13:00:00,83.2,G
34588,2024-02-24T14:00:00,80.5,G
34613,2024-02-24T15:00:00,77.8,G
34638,2024-02-24T16:00:00,77.8,G
34663,2024-02-24T17:00:00,78.6,G
34688,2024-02-24T18:00:00,78.3,G
34713,2024-02-24T19:00:00,77.7,G
34738,2024-02-24T20:00:00,77.0,G
34763,2024-02-24T21:00:00,78.9,G
34788,2024-02-24T22:00:00,81.1,G
34813,2024-02-24T23:00:00,81.4,G
34838,2024-02-25T00:00:00,82.3,G
34863,2024-02-25T01:00:00,84.7,G
34888,2024-02-25T02:00:00,84.7,G
34913,2024-02-25T03:00:00,85.2,G
34937,2024-02-25T04:00:00,85.1,G
34961,2024-02-25T05:00:00,84.5,G
34985,2024-02-25T06:00:00,84.5,G
35009,2024-02-25T07:00:00,85.6,G
35033,2024-02-25T08:00:00,85.9,G
35057,2024-02-25T09:00:00,85.2,G
35081,2024-02-25T10:00:00,83.7,G
35105,2024-02-25T11:00:00,81.5,G
35129,2024-02-25T12:00:00,79.8,G
35153,2024-02-25T13:00:00,78.2,G
35178,2024-02-25T14:00:00,76.8,G
35203,2024-02-25T15:00:00,75.3,G
35228,2024-02-25T16:00:00,73.3,G
35253,2024-02-25T17:00:00,72.9,G
35278,2024-02-25T18:00:00,73.5,G
35303,2024-02-25T19:00:00,74.6,G
35328,2024-02-25T20:00:00,75.4,G
35353,2024-02-25T21:00:00,76.5,G
35378,2024-02-25T22:00:00,76.8,G
35403,2024-02-25T23:00:00,78.0,G
35428,2024-02-26T00:00:00,79.8,G
35453,2024-02-26T01:00:00,81.2,G
35478,2024-02-26T02:00:00,81.3,G
35503,2024-02-26T03:00:00,84.0,G
35528,2024-02-26T04:00:00,84.5,G
35553,2024-02-26T05:00:00,86.6,G
35578,2024-02-26T06:00:00,85.2,G
35603,2024-02-26T07:00:00,86.0,G
35628,2024-02-26T08:00:00,86.4,G
35653,2024-02-26T09:00:00,87.6,G
35679,2024-02-26T10:00:00,88.1,G
35706,2024-02-26T11:00:00,85.6,G
35733,2024-02-26T12:00:00,83.8,G
35760,2024-02-26T13:00:00,82.2,G
35787,2024-02-26T14:00:00,80.3,G
35814,2024-02-26T15:00:00,76.6,G
35840,2024-02-26T16:00:00,73.6,G
35866,2024-02-26T17:00:00,76.6,G
35892,2024-02-26T18:00:00,79.1,G
35918,2024-02-26T19:00:00,79.9,G
35944,2024-02-26T20:00:00,79.7,G
35970,2024-02-26T21:00:00,81.3,G
35996,2024-02-26T22:00:00,80.2,G
36022,2024-02-26T23:00:00,80.5,G
36048,2024-02-27T00:00:00,84.4,G
36074,2024-02-27T01:00:00,87.3,G
36100,2024-02-27T02:00:00,82.6,G
36126,2024-02-27T03:00:00,81.7,G
36152,2024-02-27T04:00:00,80.4,G
36178,2024-02-27T05:00:00,80.0,G
36204,2024-02-27T06:00:00,79.9,G
36230,2024-02-27T07:00:00,79.9,G
36257,2024-02-27T08:00:00,79.4,G
36284,2024-02-27T09:00:00,79.4,G
36311,2024-02-27T10:00:00,78.1,G
36338,2024-02-27T11:00:00,77.6,G
36365,2024-02-27T12:00:00,75.8,G
36392,2024-02-27T13:00:00,74.9,G
36421,2024-02-27T14:00:00,73.4,G
36450,2024-02-27T15:00:00,73.0,G
36479,2024-02-27T16:00:00,74.6,G
36508,2024-02-27T17:00:00,76.1,G
36537,2024-02-27T18:00:00,77.0,G
36566,2024-02-27T19:00:00,78.1,G
36595,2024-02-27T20:00:00,80.1,G
36624,2024-02-27T21:00:00,81.3,G
36653,2024-02-27T22:00:00,83.5,G
36682,2024-02-27T23:00:00,85.5,G
36711,2024-02-28T00:00:00,87.0,G
36740,2024-02-28T01:00:00,88.3,G
36769,2024-02-28T02:00:00,90.6,G
36798,2024-02-28T03:00:00,90.7,G
36827,2024-02-28T04:00:00,90.5,G
36855,2024-02-28T05:00:00,90.3,G
36883,2024-02-28T06:00:00,90.6,G
36911,2024-02-28T07:00:00,90.6,G
36939,2024-02-28T08:00:00,90.0,G
36967,2024-02-28T09:00:00,90.0,G
36995,2024-02-28T10:00:00,90.0,G
37023,2024-02-28T11:00:00,90.0,G
37051,2024-02-28T12:00:00,90.0,G
37079,2024-02-28T13:00:00,90.1,G
37107,2024-02-28T14:00:00,90.0,G
37135,2024-02-28T15:00:00,90.2,G
37163,2024-02-28T16:00:00,91.0,G
37192,2024-02-28T17:00:00,91.5,G
37221,2024-02-28T18:00:00,92.2,G
37250,2024-02-28T19:00:00,93.3,G
37279,2024-02-28T20:00:00,94.0,G
37308,2024-02-28T21:00:00,94.0,G
37337,2024-02-28T22:00:00,94.9,G
37366,2024-02-28T23:00:00,95.0,G
37395,2024-02-29T00:00:00,95.5,G
37424,2024-02-29T01:00:00,96.0,G
37453,2024-02-29T02:00:00,96.0,G
37482,2024-02-29T03:00:00,96.5,G
37511,2024-02-29T04:00:00,97.0,G
37540,2024-02-29T05:00:00,97.0,G
37569,2024-02-29T06:00:00,97.0,G
37598,2024-02-29T07:00:00,97.0,G
37627,2024-02-29T08:00:00,97.0,G
37656,2024-02-29T09:00:00,96.6,G
37685,2024-02-29T10:00:00,95.8,G
37714,2024-02-29T11:00:00,94.3,G
37743,2024-02-29T12:00:00,91.0,G
37772,2024-02-29T13:00:00,88.0,G
37801,2024-02-29T14:00:00,88.2,G
37830,2024-02-29T15:00:00,87.7,G
37859,2024-02-29T16:00:00,89.0,G
37888,2024-02-29T17:00:00,91.2,G
37918,2024-02-29T18:00:00,90.1,G
37948,2024-02-29T19:00:00,90.4,G
37978,2024-02-29T20:00:00,87.5,G
38008,2024-02-29T21:00:00,83.4,G
38038,2024-02-29T22:00:00,81.8,G
38068,2024-02-29T23:00:00,81.2,G
38098,2024-03-01T00:00:00,78.3,G
38128,2024-03-01T01:00:00,76.0,G
38158,2024-03-01T02:00:00,75.4,G
38188,2024-03-01T03:00:00,74.2,G
38218,2024-03-01T04:00:00,73.8,G
38248,2024-03-01T05:00:00,74.4,G
38278,2024-03-01T06:00:00,75.5,G
38308,2024-03-01T07:00:00,75.5,G
38338,2024-03-01T08:00:00,75.8,G
38368,2024-03-01T09:00:00,76.9,G
38398,2024-03-01T10:00:00,77.7,G
38428,2024-03-01T11:00:00,77.9,G
38457,2024-03-01T12:00:00,78.8,M
38710,2024-03-01T21:00:00,87.2,G
38739,2024-03-01T22:00:00,84.4,G
38768,2024-03-01T23:00:00,84.1,G
38797,2024-03-02T00:00:00,83.6,G
38826,2024-03-02T01:00:00,84.0,G
38855,2024-03-02T02:00:00,84.6,G
38884,2024-03-02T03:00:00,85.5,G
38913,2024-03-02T04:00:00,87.8,G
38942,2024-03-02T05:00:00,88.9,G
38971,2024-03-02T06:00:00,88.0,G
39000,2024-03-02T07:00:00,86.1,G
39029,2024-03-02T08:00:00,84.3,G
39058,2024-03-02T09:00:00,83.5,G
39087,2024-03-02T10:00:00,83.1,G
39116,2024-03-02T11:00:00,84.3,G
39145,2024-03-02T12:00:00,87.0,G
39174,2024-03-02T13:00:00,84.0,G
39203,2024-03-02T14:00:00,81.4,G
39232,2024-03-02T15:00:00,78.7,G
39261,2024-03-02T16:00:00,76.5,G
39290,2024-03-02T17:00:00,76.7,G
39319,2024-03-02T18:00:00,77.5,G
39348,2024-03-02T19:00:00,79.0,G
39377,2024-03-02T20:00:00,78.8,G
39406,2024-03-02T21:00:00,79.2,G
39435,2024-03-02T22:00:00,77.9,G
39464,2024-03-02T23:00:00,77.3,G
39493,2024-03-03T00:00:00,76.9,G
39522,2024-03-03T01:00:00,78.1,G
39551,2024-03-03T02:00:00,80.6,G
39580,2024-03-03T03:00:00,82.5,G
39609,2024-03-03T04:00:00,83.7,G
39638,2024-03-03T05:00:00,85.2,G
39667,2024-03-03T06:00:00,86.7,G
39696,2024-03-03T07:00:00,87.7,G
39724,2024-03-03T08:00:00,88.0,G
39752,2024-03-03T09:00:00,88.0,G
39780,2024-03-03T10:00:00,87.7,G
39808,2024-03-03T11:00:00,86.5,G
39836,2024-03-03T12:00:00,85.3,G
39864,2024-03-03T13:00:00,84.0,G
39892,2024-03-03T14:00:00,83.9,G
39920,2024-03-03T15:00:00,85.5,G
39948,2024-03-03T16:00:00,87.0,G
39976,2024-03-03T17:00:00,87.5,G
40003,2024-03-03T18:00:00,90.6,G
40030,2024-03-03T19:00:00,93.2,G
40057,2024-03-03T20:00:00,94.0,G
40084,2024-03-03T21:00:00,94.8,G
40111,2024-03-03T22:00:00,95.1,G
40138,2024-03-03T23:00:00,95.5,G
40165,2024-03-04T00:00:00,96.0,G
40192,2024-03-04T01:00:00,96.0,G
40219,2024-03-04T02:00:00,95.8,G
40246,2024-03-04T03:00:00,95.4,G
40273,2024-03-04T04:00:00,94.2,G
40300,2024-03-04T05:00:00,95.0,G
40327,2024-03-04T06:00:00,95.0,G
40355,2024-03-04T07:00:00,94.4,G
40383,2024-03-04T08:00:00,94.7,G
40411,2024-03-04T09:00:00,94.8,G
40439,2024-03-04T10:00:00,95.7,G
40467,2024-03-04T11:00:00,95.0,G
40494,2024-03-04T12:00:00,93.3,G
40522,2024-03-04T13:00:00,90.1,G
40551,2024-03-04T14:00:00,91.0,G
40580,2024-03-04T15:00:00,90.9,G
40609,2024-03-04T16:00:00,88.8,G
40638,2024-03-04T17:00:00,90.5,G
40667,2024-03-04T18:00:00,91.8,G
40696,2024-03-04T19:00:00,92.9,G
40725,2024-03-04T20:00:00,93.3,G
40754,2024-03-04T21:00:00,94.3,G
40783,2024-03-04T22:00:00,95.0,G
40812,2024-03-04T23:00:00,95.0,G
40841,2024-03-05T00:00:00,92.9,G
40870,2024-03-05T01:00:00,91.3,G
40899,2024-03-05T02:00:00,91.7,G
40928,2024-03-05T03:00:00,92.7,G
40957,2024-03-05T04:00:00,94.3,G
40986,2024-03-05T05:00:00,95.6,G
41015,2024-03-05T06:00:00,95.7,G
41044,2024-03-05T07:00:00,95.0,G
41073,2024-03-05T08:00:00,95.5,G
41102,2024-03-05T09:00:00,93.8,G
41131,2024-03-05T10:00:00,90.8,G
41159,2024-03-05T11:00:00,89.4,G
41187,2024-03-05T12:00:00,88.2,G
41215,2024-03-05T13:00:00,87.8,G
41243,2024-03-05T14:00:00,88.4,G
41271,2024-03-05T15:00:00,88.8,G
41299,2024-03-05T16:00:00,89.1,G
41327,2024-03-05T17:00:00,90.8,G
41355,2024-03-05T18:00:00,92.0,G
41382,2024-03-05T19:00:00,92.0,G
41409,2024-03-05T20:00:00,92.3,G
41436,2024-03-05T21:00:00,93.0,G
41463,2024-03-05T22:00:00,93.8,G
41490,2024-03-05T23:00:00,95.4,G
41517,2024-03-06T00:00:00,96.0,G
