time,temp(c)
20.305439330543933,18.606086791
20.401673640167363,18.5910267146
20.497907949790797,18.576660544
20.594142259414227,18.5628554384
20.690376569037657,18.549478557
20.786610878661087,18.5363970592
20.88284518828452,18.5234781043
20.97907949790795,18.5105888515
21.07531380753138,18.4976096696
21.171548117154813,18.4845241963
21.267782426778243,18.4713646579
21.364016736401673,18.4581635643
21.460251046025103,18.444953425
21.556485355648537,18.4317667498
21.652719665271967,18.4186360483
21.748953974895397,18.4055938303
21.84518828451883,18.3926726053
21.94142259414226,18.3799048831
22.03765690376569,18.3673231733
22.13389121338912,18.3549599857
22.230125523012553,18.3428478298
22.326359832635983,18.3310192154
22.422594142259413,18.3195066522
22.518828451882847,18.3083426498
22.615062761506277,18.2975597179
22.711297071129707,18.2871903662
22.80753138075314,18.2772671043
22.90376569037657,18.267822442
23.0,18.2588888889
